[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => developed:[3836,3845]; score:1.000000; title:Developed_country; score:0.046939
 => Congress:[4092,4100]; score:1.000000; title:United_States_Congress; score:0.053828
	FP => category:[4570,4578]; score:1.000000; title:Taxonomy; score:0.028047
	FP => problem:[1376,1383]; score:1.000000; title:Problem; score:0.014984
	FP => cities:[728,734]; score:1.000000; title:City; score:0.034840
	FP => comment:[1883,1890]; score:1.000000; title:SQL; score:0.048582
	FP => jurisdictions:[3553,3566]; score:1.000000; title:Jurisdiction; score:0.055772
	FP => firefighters:[2261,2273]; score:1.000000; title:Firefighter; score:0.051981
	FP => Russ:[1861,1865]; score:1.000000; title:Russ_Meyer; score:0.007536
	FP => grade:[3846,3851]; score:1.000000; title:Grade_(slope); score:0.035256
	FP => plans:[3190,3195]; score:1.000000; title:Plan; score:0.020283
	FP => add:[1237,1240]; score:1.000000; title:Ang_Dating_Daan; score:0.002134
	FP => communities:[3458,3469]; score:1.000000; title:Community; score:0.034607
	FP => small:[722,727]; score:1.000000; title:John_Small_(cricketer); score:0.006232
	FP => study:[2782,2787]; score:1.000000; title:Étude; score:0.006250
	FP => crisis:[3511,3517]; score:1.000000; title:Crisis; score:0.027397
	FP => governance:[3721,3731]; score:1.000000; title:Governance; score:0.053751
	FP => year:[2628,2632]; score:1.000000; title:University; score:0.042665
	FP => report:[345,351]; score:1.000000; title:Report; score:0.067767
	FP => radio spectrum:[4181,4195]; score:1.000000; title:Radio_spectrum; score:0.024075
	FP => place:[2858,2863]; score:1.000000; title:Location_(geography); score:0.019865
	FP => communications:[3060,3074]; score:1.000000; title:Communication; score:0.052183
	FP => government:[4738,4748]; score:1.000000; title:Government; score:0.090477
	FP => implementation:[4536,4550]; score:1.000000; title:Implementation; score:0.034172
 => Michael Chertoff:[1981,1997]; score:1.000000; title:Michael_Chertoff; score:0.022334
	FP => systems:[1006,1013]; score:1.000000; title:System; score:0.085898
	FP => report:[1898,1904]; score:1.000000; title:Report; score:0.067767
	FP => testing:[942,949]; score:1.000000; title:Debian; score:0.027950
	FP => local:[3547,3552]; score:1.000000; title:Local_government; score:0.077499
	FP => regular:[934,941]; score:1.000000; title:Regular_expression; score:0.013017
	FP => early:[4723,4728]; score:1.000000; title:Early_modern_Europe; score:0.012592
	FP => draft:[399,404]; score:1.000000; title:Conscription; score:0.039620
	FP => communications:[2056,2070]; score:1.000000; title:Communication; score:0.052183
	FP => communications systems:[3652,3674]; score:1.000000; title:Communications_system; score:0.018264
	FP => emergency:[4902,4911]; score:1.000000; title:Emergency; score:0.080995
	FP => stage:[4551,4556]; score:1.000000; title:Time; score:0.042652
	FP => percent:[3111,3118]; score:1.000000; title:Percentage; score:0.035611
	FP => study:[1169,1174]; score:1.000000; title:Étude; score:0.006250
	FP => Thirteen:[2563,2571]; score:1.000000; title:WNET; score:0.016502
	FP => public safety:[27,40]; score:1.000000; title:Public_safety; score:0.061253
	FP => planning:[1124,1132]; score:1.000000; title:Planning; score:0.048653
 => San Diego:[498,507]; score:1.000000; title:San_Diego; score:0.031084
	FP => communities:[3011,3022]; score:1.000000; title:Community; score:0.034607
P/R/F:0.12554112/0.64444447/0.21014494; tpCount:29.0; fpCount:202.0; fnCount:16.0
[Hea16384904.txt]
***************** Gold Standard: ***********************
 => University of Missouri:[2783,2805]; score:1.000000; title:University of Missouri-Columbia; score:1.000000
 => London:[2424,2430]; score:1.000000; title:London; score:1.000000
 => Mayo Clinic:[818,829]; score:1.000000; title:Mayo Clinic; score:1.000000
 => New York:[1564,1572]; score:1.000000; title:New York City; score:1.000000
 => Goteborg University:[2048,2067]; score:1.000000; title:Goteborg University; score:1.000000
 => Stony Brook University:[1538,1560]; score:1.000000; title:State University of New York at Stony Brook; score:1.000000
	FN => Hodgkinâ€™s lymphoma:[2516,2534]; score:1.000000; title:Hodgkin's lymphoma; score:1.000000
 => Sweden:[2071,2077]; score:1.000000; title:Sweden; score:1.000000
 => Mayo Clinic:[1208,1219]; score:1.000000; title:Mayo Clinic; score:1.000000
 => Ohio State University:[2619,2640]; score:1.000000; title:Ohio State University; score:1.000000
 => Santa Baby:[453,463]; score:1.000000; title:Santa Baby; score:1.000000

************************ System Result: ***************************
	FP => medical journals:[2294,2310]; score:1.000000; title:Public_health_journal; score:0.021130
 => London:[2424,2430]; score:1.000000; title:London; score:0.028795
	FP => blackmail:[1867,1876]; score:1.000000; title:Blackmail; score:0.015498
	FP => workers:[1917,1924]; score:1.000000; title:Laborer; score:0.007903
	FP => liver:[1802,1807]; score:1.000000; title:Liver; score:0.039910
	FP => don:[1401,1404]; score:1.000000; title:Don_River_(Russia); score:0.001804
	FP => holiday:[230,237]; score:1.000000; title:Holiday; score:0.007356
	FP => lot:[657,660]; score:1.000000; title:Land_lot; score:0.001875
	FP => read:[1198,1202]; score:1.000000; title:Reading_(process); score:0.014252
	FP => mouth:[2566,2571]; score:1.000000; title:Mouth; score:0.032710
	FP => microphone:[3380,3390]; score:1.000000; title:Microphone; score:0.006917
 => Goteborg University:[2048,2067]; score:1.000000; title:University_of_Gothenburg; score:0.016067
	FP => hypocritical:[3317,3329]; score:1.000000; title:Hypocrisy; score:0.006422
	FP => Cut:[603,606]; score:1.000000; title:Cutting; score:0.004330
	FP => cancer:[972,978]; score:1.000000; title:Cancer; score:0.040426
	FP => category:[1421,1429]; score:1.000000; title:Taxonomy; score:0.013920
	FP => drive:[99,104]; score:1.000000; title:Lake_Shore_Drive; score:0.001595
	FP => younger:[1258,1265]; score:1.000000; title:Seneca_the_Younger; score:0.005974
	FP => karaoke:[433,440]; score:1.000000; title:Karaoke; score:0.015918
	FP => women:[1266,1271]; score:1.000000; title:Woman; score:0.015387
	FP => bar:[2413,2416]; score:1.000000; title:Bar_(establishment); score:0.028910
	FP => drank:[2466,2471]; score:1.000000; title:Girlicious; score:0.002296
	FP => conducted:[1503,1512]; score:1.000000; title:Conducting; score:0.025052
	FP => karaoke:[3526,3533]; score:1.000000; title:Karaoke; score:0.015918
	FP => esophagus:[2573,2582]; score:1.000000; title:Esophagus; score:0.023800
	FP => list:[383,387]; score:1.000000; title:The_List_(magazine); score:0.004356
	FP => drink:[120,125]; score:1.000000; title:Drink; score:0.046526
	FP => resolution:[3435,3445]; score:1.000000; title:Angular_resolution; score:0.005386
	FP => intake:[3497,3503]; score:1.000000; title:Intake; score:0.001804
 => Mayo Clinic:[1208,1219]; score:1.000000; title:Mayo_Clinic; score:0.083683
	FP => younger:[3259,3266]; score:1.000000; title:Seneca_the_Younger; score:0.005974
	FP => alcohol:[2820,2827]; score:1.000000; title:Alcoholism; score:0.057603
	FP => dinner:[697,703]; score:1.000000; title:Dinner; score:0.013953
	FP => kissing:[1056,1063]; score:1.000000; title:Kiss; score:0.002812
	FP => study:[2644,2649]; score:1.000000; title:Étude; score:0.008344
	FP => general:[3225,3232]; score:1.000000; title:Generalization; score:0.007071
	FP => Obsessed:[2258,2266]; score:1.000000; title:The_Obsessed; score:0.003157
	FP => fit:[1407,1410]; score:1.000000; title:Fitness_(biology); score:0.007999
	FP => risk:[2544,2548]; score:1.000000; title:Risk; score:0.019243
	FP => liver:[2587,2592]; score:1.000000; title:Liver; score:0.039910
	FP => drink:[649,654]; score:1.000000; title:Drink; score:0.046526
	FP => order:[1769,1774]; score:1.000000; title:Holy_Orders; score:0.023234
	FP => family:[1894,1900]; score:1.000000; title:Family; score:0.020609
	FP => time:[3124,3128]; score:1.000000; title:Time; score:0.016153
	FP => liver cancer:[3204,3216]; score:1.000000; title:Hepatocellular_carcinoma; score:0.034461
	FP => ingested:[2108,2116]; score:1.000000; title:Ingestion; score:0.029501
	FP => family:[360,366]; score:1.000000; title:Family; score:0.020609
	FP => resolution:[372,382]; score:1.000000; title:Angular_resolution; score:0.005386
	FP => year:[473,477]; score:1.000000; title:University; score:0.024785
	FP => dinner:[3598,3604]; score:1.000000; title:Dinner; score:0.013953
	FP => side effect:[1035,1046]; score:1.000000; title:Side_effect; score:0.034022
	FP => annual:[255,261]; score:1.000000; title:Annual_publication; score:0.003445
	FP => weight gain:[1829,1840]; score:1.000000; title:Weight_gain; score:0.008712
	FP => drink:[933,938]; score:1.000000; title:Drink; score:0.046526
	FP => week:[1634,1638]; score:1.000000; title:Week; score:0.001875
	FP => stupid:[3148,3154]; score:1.000000; title:Stupidity; score:0.002165
	FP => planning:[1283,1291]; score:1.000000; title:Planning; score:0.012566
	FP => heart disease:[957,970]; score:1.000000; title:Heart_disease; score:0.041226
	FP => basis:[2150,2155]; score:1.000000; title:Crystal_structure; score:0.007383
	FP => women:[1330,1335]; score:1.000000; title:Woman; score:0.015387
	FP => drinks:[2703,2709]; score:1.000000; title:Drink; score:0.046526
	FP => party:[488,493]; score:1.000000; title:Party; score:0.013226
	FP => breast:[3193,3199]; score:1.000000; title:Breast_cancer; score:0.039434
	FP => cancer:[2552,2558]; score:1.000000; title:Cancer; score:0.040426
	FP => boost:[3096,3101]; score:1.000000; title:Boost_Mobile; score:0.001531
 => University of Missouri:[2783,2805]; score:1.000000; title:University_of_Missouri; score:0.020735
	FP => drinking alcohol:[2927,2943]; score:1.000000; title:Ethanol; score:0.029444
	FP => women:[841,846]; score:1.000000; title:Woman; score:0.015387
	FP => people:[2455,2461]; score:1.000000; title:People; score:0.011374
	FP => bit:[3304,3307]; score:1.000000; title:Bit_part; score:0.002210
 => Ohio State University:[2619,2640]; score:1.000000; title:Ohio_State_University; score:0.025767
	FP => Live:[2858,2862]; score:1.000000; title:Live_(band); score:0.001105
	FP => breaking:[874,882]; score:1.000000; title:Breaking_Bad; score:0.001875
	FP => mice:[2230,2234]; score:1.000000; title:Mouse; score:0.026550
	FP => bay:[2001,2004]; score:1.000000; title:San_Francisco_Bay_Area; score:0.014962
	FP => problems:[1808,1816]; score:1.000000; title:Problem; score:0.007500
	FP => study:[805,810]; score:1.000000; title:Étude; score:0.008344
	FP => drinking:[1597,1605]; score:1.000000; title:Drinking; score:0.051507
	FP => lymphoma:[3162,3170]; score:1.000000; title:Lymphoma; score:0.030897
	FP => doctors:[2036,2043]; score:1.000000; title:Doctors_(2000_TV_series); score:0.004668
	FP => writer:[110,116]; score:1.000000; title:Writer; score:0.017184
	FP => doctors:[1527,1534]; score:1.000000; title:Doctors_(2000_TV_series); score:0.004668
	FP => heart disease:[2976,2989]; score:1.000000; title:Heart_disease; score:0.041226
	FP => academic:[2837,2845]; score:1.000000; title:Academia; score:0.020887
	FP => resolution:[569,579]; score:1.000000; title:Angular_resolution; score:0.005386
	FP => alcohol:[2131,2138]; score:1.000000; title:Alcoholism; score:0.057603
	FP => alcohol:[1114,1121]; score:1.000000; title:Alcoholism; score:0.057603
	FP => reduce:[2955,2961]; score:1.000000; title:Redox; score:0.014015
	FP => drink:[1235,1240]; score:1.000000; title:Drink; score:0.046526
	FP => day:[2712,2715]; score:1.000000; title:Day; score:0.012830
	FP => medical studies:[3557,3572]; score:1.000000; title:Medicine; score:0.061447
	FP => affect:[769,775]; score:1.000000; title:Affect_(psychology); score:0.024665
	FP => colorectal cancer:[1980,1997]; score:1.000000; title:Colorectal_cancer; score:0.036144
	FP => limit:[3548,3553]; score:1.000000; title:Limit_of_a_sequence; score:0.003539
	FP => demon:[3330,3335]; score:1.000000; title:Demon; score:0.012364
	FP => drinking:[2662,2670]; score:1.000000; title:Drinking; score:0.051507
	FP => group:[1518,1523]; score:1.000000; title:Group_dynamics; score:0.015290
 => Mayo Clinic:[818,829]; score:1.000000; title:Mayo_Clinic; score:0.083683
	FP => alcohol:[619,626]; score:1.000000; title:Alcoholism; score:0.057603
	FP => hindered:[2828,2836]; score:1.000000; title:Steric_effects; score:0.003750
	FP => rheumatoid arthritis:[2204,2224]; score:1.000000; title:Rheumatoid_arthritis; score:0.048544
	FP => heart disease:[1787,1800]; score:1.000000; title:Heart_disease; score:0.041226
	FP => drink:[743,748]; score:1.000000; title:Drink; score:0.046526
	FP => cirrhosis of the liver:[980,1002]; score:1.000000; title:Cirrhosis; score:0.047147
 => Sweden:[2071,2077]; score:1.000000; title:Sweden; score:0.021068
	FP => company:[2398,2405]; score:1.000000; title:Company; score:0.011341
	FP => alcohol:[888,895]; score:1.000000; title:Alcoholism; score:0.057603
	FP => definitive:[1448,1458]; score:1.000000; title:Definitive_stamp; score:0.000893
	FP => week:[1963,1967]; score:1.000000; title:Week; score:0.001875
	FP => cut:[1737,1740]; score:1.000000; title:Cutting; score:0.004330
	FP => study:[1487,1492]; score:1.000000; title:Étude; score:0.008344
	FP => risk:[2185,2189]; score:1.000000; title:Risk; score:0.019243
	FP => study:[2770,2775]; score:1.000000; title:Étude; score:0.008344
	FP => glasses:[1612,1619]; score:1.000000; title:Glasses; score:0.012247
	FP => Resolution:[0,10]; score:1.000000; title:Angular_resolution; score:0.005386
	FP => year:[3410,3414]; score:1.000000; title:University; score:0.024785
	FP => risk:[1651,1655]; score:1.000000; title:Risk; score:0.019243
	FP => laboratory:[2742,2752]; score:1.000000; title:Laboratory; score:0.028243
	FP => men:[901,904]; score:1.000000; title:Two_and_a_Half_Men; score:0.007283
	FP => route:[3446,3451]; score:1.000000; title:Highway; score:0.006717
	FP => water:[2251,2256]; score:1.000000; title:Water; score:0.027359
	FP => answer:[1459,1465]; score:1.000000; title:Call_and_response_(music); score:0.001960
	FP => wine:[687,691]; score:1.000000; title:Wine; score:0.031614
	FP => glasses:[1953,1960]; score:1.000000; title:Glasses; score:0.012247
	FP => die:[3255,3258]; score:1.000000; title:Die_(manufacturing); score:0.002165
	FP => pregnancy:[1294,1303]; score:1.000000; title:Pregnancy; score:0.026236
	FP => face:[207,211]; score:1.000000; title:Face; score:0.013201
	FP => drank:[2245,2250]; score:1.000000; title:Girlicious; score:0.002296
	FP => day:[1243,1246]; score:1.000000; title:Day; score:0.012830
	FP => alcohol:[3489,3496]; score:1.000000; title:Alcoholism; score:0.057603
	FP => clear:[596,601]; score:1.000000; title:Transparency_and_translucency; score:0.002706
	FP => colorectal cancer:[1659,1676]; score:1.000000; title:Colorectal_cancer; score:0.036144
	FP => digested:[150,158]; score:1.000000; title:Digestion; score:0.037097
	FP => alcohol:[2472,2479]; score:1.000000; title:Alcoholism; score:0.057603
 => Stony Brook University:[1538,1560]; score:1.000000; title:Stony_Brook_University; score:0.013611
	FP => intake:[627,633]; score:1.000000; title:Intake; score:0.001804
	FP => memory:[3105,3111]; score:1.000000; title:Memory; score:0.030950
	FP => day:[751,754]; score:1.000000; title:Day; score:0.012830
 => New York:[1564,1572]; score:1.000000; title:New_York_City; score:0.025131
	FP => holding:[533,540]; score:1.000000; title:Holding_company; score:0.006286
	FP => exercise:[289,297]; score:1.000000; title:Physical_exercise; score:0.022790
	FP => read:[724,728]; score:1.000000; title:Reading_(process); score:0.014252
	FP => year:[562,566]; score:1.000000; title:University; score:0.024785
	FP => friends:[1902,1909]; score:1.000000; title:Friendship; score:0.015392
	FP => health.:[779,786]; score:1.000000; title:Health_(band); score:0.001786
	FP => study:[1220,1225]; score:1.000000; title:Étude; score:0.008344
	FP => live:[3239,3243]; score:1.000000; title:Live_(band); score:0.001105
	FP => microphone:[545,555]; score:1.000000; title:Microphone; score:0.006917
	FP => medical studies:[69,84]; score:1.000000; title:Medicine; score:0.061447
	FP => brain damage:[3082,3094]; score:1.000000; title:Brain_damage; score:0.029309
	FP => potential:[1857,1866]; score:1.000000; title:Potential; score:0.004193
	FP => researchers:[2432,2443]; score:1.000000; title:Research; score:0.045580
	FP => memories:[2730,2738]; score:1.000000; title:Memory; score:0.030950
	FP => day:[3589,3592]; score:1.000000; title:Day; score:0.012830
	FP => friends:[348,355]; score:1.000000; title:Friendship; score:0.015392
 => Santa Baby:[453,463]; score:1.000000; title:Santa_Baby; score:0.003811
	FP => levels:[2121,2127]; score:1.000000; title:GCE_Advanced_Level; score:0.013168
	FP => answer:[1156,1162]; score:1.000000; title:Call_and_response_(music); score:0.001960
	FP => Adding:[2892,2898]; score:1.000000; title:Addition; score:0.002532
	FP => rats:[2753,2757]; score:1.000000; title:Rat; score:0.024080
	FP => success:[2846,2853]; score:1.000000; title:Chingy; score:0.003590
	FP => limit:[1343,1348]; score:1.000000; title:Limit_of_a_sequence; score:0.003539
	FP => mice:[2094,2098]; score:1.000000; title:Mouse; score:0.026550
	FP => dementia:[3045,3053]; score:1.000000; title:Dementia; score:0.046611
	FP => glass:[678,683]; score:1.000000; title:Glass; score:0.019701
	FP => risk:[952,956]; score:1.000000; title:Risk; score:0.019243
	FP => task:[238,242]; score:1.000000; title:Task_force; score:0.001412
	FP => holiday:[480,487]; score:1.000000; title:Holiday; score:0.007356
	FP => hazy:[3312,3316]; score:1.000000; title:Haze; score:0.001624
	FP => high blood pressure:[3015,3034]; score:1.000000; title:Hypertension; score:0.042001
	FP => study:[1188,1193]; score:1.000000; title:Étude; score:0.008344
	FP => risk:[3006,3010]; score:1.000000; title:Risk; score:0.019243
	FP => alcohol:[1749,1756]; score:1.000000; title:Alcoholism; score:0.057603
	FP => risk:[2493,2497]; score:1.000000; title:Risk; score:0.019243
	FP => alcohol:[3287,3294]; score:1.000000; title:Alcoholism; score:0.057603
P/R/F:0.057142857/0.90909094/0.10752688; tpCount:10.0; fpCount:165.0; fnCount:1.0
[Pol16452612.txt]
***************** Gold Standard: ***********************
 => Iraq:[892,896]; score:1.000000; title:Iraq; score:1.000000
	FN => Pfeiffer:[3022,3030]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => New York:[3488,3496]; score:1.000000; title:New York; score:1.000000
	FN => Washington:[1433,1443]; score:1.000000; title:Washington, D.C.; score:1.000000
 => John Kerry:[2864,2874]; score:1.000000; title:John Kerry; score:1.000000
 => Vietnam:[2795,2802]; score:1.000000; title:Vietnam War; score:1.000000
 => Charles Schumer:[3469,3484]; score:1.000000; title:Charles Schumer; score:1.000000
 => Bush campaign:[2837,2850]; score:1.000000; title:George W. Bush presidential campaign, 2004; score:1.000000
 => Bush:[2885,2889]; score:1.000000; title:George W. Bush; score:1.000000
 => Bayh:[2320,2324]; score:1.000000; title:Evan Bayh; score:1.000000
 => Richard Nixon:[1258,1271]; score:1.000000; title:Richard Nixon; score:1.000000
 => Evan Bayh:[1908,1917]; score:1.000000; title:Evan Bayh; score:1.000000
 => Gerald Ford:[1203,1214]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => President George W. Bush:[468,492]; score:1.000000; title:George W. Bush; score:1.000000
	FN => Washington:[2250,2260]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Senate:[2103,2109]; score:1.000000; title:United States Senate; score:1.000000
 => Schumer:[3660,3667]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Washington:[1694,1704]; score:1.000000; title:Washington, D.c.; score:1.000000
 => Ford:[1301,1305]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Washington:[1771,1781]; score:1.000000; title:Washington, D.c.; score:1.000000
 => Bill Clinton:[2954,2966]; score:1.000000; title:Bill Clinton; score:1.000000
	FN => Dan Pfeiffer:[2291,2303]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => Jimmy Carter:[1379,1391]; score:1.000000; title:Jimmy Carter; score:1.000000
	FN => Pfeiffer:[2610,2618]; score:1.000000; title:Dan Pfeiffer; score:1.000000
	FN => American people:[1482,1497]; score:1.000000; title:Demographics of the United States; score:1.000000
 => Indiana:[2075,2082]; score:1.000000; title:Indiana; score:1.000000
 => Nixon:[1315,1320]; score:1.000000; title:Richard Nixon; score:1.000000
	FN => Pfeiffer:[2810,2818]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => Bayh:[2223,2227]; score:1.000000; title:Evan Bayh; score:1.000000
	FN => Iraq:[751,755]; score:1.000000; title:Iraq; score:1.000000
	FN => Bush:[862,866]; score:1.000000; title:George W. Bush; score:1.000000
	FN => WASHINGTON:[110,120]; score:1.000000; title:Washington, D.C.; score:1.000000
	FN => Boomer:[2689,2695]; score:1.000000; title:Boomer; score:1.000000

************************ System Result: ***************************
	FP => strong:[2215,2221]; score:1.000000; title:Tom_Strong; score:0.010597
	FP => Voters:[1731,1737]; score:1.000000; title:Voting; score:0.098818
	FP => lie:[1471,1474]; score:1.000000; title:Liechtenstein; score:0.049208
 => John Kerry:[2864,2874]; score:1.000000; title:John_Kerry; score:0.220043
	FP => beliefs:[672,679]; score:1.000000; title:Belief; score:0.033244
 => Vietnam:[2795,2802]; score:1.000000; title:Vietnam_War; score:0.101172
	FP => work:[3412,3416]; score:1.000000; title:Workington; score:0.030662
	FP => leadership:[1118,1128]; score:1.000000; title:Leadership; score:0.064344
 => Bush campaign:[2837,2850]; score:1.000000; title:George_W._Bush_presidential_campaign,_2004; score:0.170205
	FP => career:[1193,1199]; score:1.000000; title:Career; score:0.045743
	FP => spending:[1612,1620]; score:1.000000; title:Consumption_(economics); score:0.022301
 => Bayh:[2320,2324]; score:1.000000; title:Evan_Bayh; score:0.117993
 => Evan Bayh:[1908,1917]; score:1.000000; title:Evan_Bayh; score:0.117993
	FP => details:[1682,1689]; score:1.000000; title:Details_(magazine); score:0.023076
	FP => Boomer:[2689,2695]; score:1.000000; title:Tom_DeLonge; score:0.023957
	FP => preferences:[22,33]; score:1.000000; title:Preference; score:0.026287
	FP => time:[458,462]; score:1.000000; title:Time_(magazine); score:0.096082
	FP => library:[1633,1640]; score:1.000000; title:Library; score:0.045519
	FP => Boomer:[2937,2943]; score:1.000000; title:Tom_DeLonge; score:0.023957
	FP => politically:[521,532]; score:1.000000; title:Politics; score:0.089702
	FP => voters:[1225,1231]; score:1.000000; title:Voting; score:0.098818
	FP => long:[593,597]; score:1.000000; title:Long_(finance); score:0.005744
	FP => party:[3187,3192]; score:1.000000; title:Political_party; score:0.103955
	FP => case:[2279,2283]; score:1.000000; title:Case_Western_Reserve_University; score:0.045978
	FP => congenital:[3101,3111]; score:1.000000; title:Congenital_disorder; score:0.020444
	FP => dangers:[933,940]; score:1.000000; title:Risk; score:0.035643
	FP => mid:[1060,1063]; score:1.000000; title:Mentioned_in_Despatches; score:0.015305
	FP => country:[2452,2459]; score:1.000000; title:Country; score:0.058218
 => Ford:[1301,1305]; score:1.000000; title:Gerald_Ford; score:0.157440
	FP => counterpoint:[1503,1515]; score:1.000000; title:Counterpoint; score:0.039974
	FP => handicap:[2119,2127]; score:1.000000; title:Handicapping; score:0.023526
	FP => change:[2384,2390]; score:1.000000; title:Shinui; score:0.048741
	FP => solution:[776,784]; score:1.000000; title:Solution; score:0.023249
	FP => experience:[1705,1715]; score:1.000000; title:Experience; score:0.041697
	FP => era:[3370,3373]; score:1.000000; title:Equal_Rights_Amendment; score:0.095316
	FP => farmer:[1402,1408]; score:1.000000; title:Farmer; score:0.061672
	FP => Voters:[2969,2975]; score:1.000000; title:Voting; score:0.098818
 => Schumer:[3660,3667]; score:1.000000; title:Chuck_Schumer; score:0.129453
	FP => incumbent:[1147,1156]; score:1.000000; title:Incumbent; score:0.112294
	FP => evidence:[904,912]; score:1.000000; title:Evidence; score:0.050994
	FP => work:[831,835]; score:1.000000; title:Workington; score:0.030662
	FP => leaders:[651,658]; score:1.000000; title:Leadership; score:0.064344
	FP => American:[3454,3462]; score:1.000000; title:American_University; score:0.099312
	FP => search:[83,89]; score:1.000000; title:C._P._Snow; score:0.021720
	FP => family:[3549,3555]; score:1.000000; title:Family; score:0.081591
	FP => candidate:[1343,1352]; score:1.000000; title:Candidate; score:0.096215
	FP => these days:[1738,1748]; score:1.000000; title:These_Days_(Bon_Jovi_album); score:0.001325
	FP => son:[2028,2031]; score:1.000000; title:Sonoma_County,_California; score:0.028097
	FP => American:[1482,1490]; score:1.000000; title:American_University; score:0.099312
 => New York:[3488,3496]; score:1.000000; title:New_York; score:0.086782
	FP => Voters:[1536,1542]; score:1.000000; title:Voting; score:0.098818
	FP => leader:[282,288]; score:1.000000; title:New_Hampshire_Union_Leader; score:0.072263
	FP => culture:[2658,2665]; score:1.000000; title:Culture; score:0.067887
	FP => series:[3571,3577]; score:1.000000; title:24_(TV_series); score:0.061548
	FP => issues:[2696,2702]; score:1.000000; title:Issues_(Korn_album); score:0.008657
	FP => Washington:[1694,1704]; score:1.000000; title:George_Washington; score:0.129316
 => Richard Nixon:[1258,1271]; score:1.000000; title:Richard_Nixon; score:0.224508
 => Senate:[2103,2109]; score:1.000000; title:United_States_Senate; score:0.142330
	FP => antidote:[1246,1254]; score:1.000000; title:Antidote; score:0.022072
	FP => Washington:[1433,1443]; score:1.000000; title:George_Washington; score:0.129316
	FP => life:[3271,3275]; score:1.000000; title:Life_(magazine); score:0.074433
	FP => presidential:[9,21]; score:1.000000; title:President; score:0.120647
	FP => opening:[3155,3162]; score:1.000000; title:Chess_opening; score:0.033111
	FP => thinking:[1516,1524]; score:1.000000; title:Thought; score:0.030951
	FP => leaves:[3145,3151]; score:1.000000; title:Leaf; score:0.015583
	FP => politicians:[356,367]; score:1.000000; title:Politician; score:0.080707
	FP => Pfeiffer:[3022,3030]; score:1.000000; title:Michelle_Pfeiffer; score:0.144663
	FP => mood:[3654,3658]; score:1.000000; title:Mood_(psychology); score:0.027813
	FP => address:[3607,3614]; score:1.000000; title:State_Opening_of_Parliament; score:0.018841
	FP => surge:[870,875]; score:1.000000; title:Iraq_War_troop_surge_of_2007; score:0.144859
	FP => megalomania:[1283,1294]; score:1.000000; title:Megalomania; score:0.031590
	FP => time:[3348,3352]; score:1.000000; title:Time_(magazine); score:0.096082
	FP => Voters:[729,735]; score:1.000000; title:Voting; score:0.098818
	FP => 1960s:[2673,2678]; score:1.000000; title:1960s; score:0.058202
	FP => capital:[2168,2175]; score:1.000000; title:Capitalism; score:0.082572
	FP => family:[3771,3777]; score:1.000000; title:Family; score:0.081591
	FP => curiosity:[1662,1671]; score:1.000000; title:Curiosity; score:0.024913
	FP => problem:[3119,3126]; score:1.000000; title:Problem; score:0.024840
	FP => sense:[323,328]; score:1.000000; title:Sense; score:0.032734
	FP => student:[999,1006]; score:1.000000; title:Student; score:0.055951
 => Charles Schumer:[3469,3484]; score:1.000000; title:Chuck_Schumer; score:0.129453
	FP => ideological:[495,506]; score:1.000000; title:Ideology; score:0.069528
	FP => corrections:[1071,1082]; score:1.000000; title:Corrections; score:0.006685
	FP => Presidential elections:[1008,1030]; score:1.000000; title:Presidential_election; score:0.114556
	FP => experience:[1782,1792]; score:1.000000; title:Experience; score:0.041697
	FP => family:[3357,3363]; score:1.000000; title:Family; score:0.081591
	FP => Voters:[838,844]; score:1.000000; title:Voting; score:0.098818
	FP => Washington:[2250,2260]; score:1.000000; title:George_Washington; score:0.129316
	FP => idea:[763,767]; score:1.000000; title:Idea; score:0.040503
	FP => office:[1802,1808]; score:1.000000; title:Office; score:0.054072
	FP => money:[3297,3302]; score:1.000000; title:Money; score:0.042222
	FP => voters:[2620,2626]; score:1.000000; title:Voting; score:0.098818
	FP => Voters:[1084,1090]; score:1.000000; title:Voting; score:0.098818
	FP => governmental:[3581,3593]; score:1.000000; title:Government; score:0.092057
	FP => grown up:[2927,2935]; score:1.000000; title:Adult; score:0.036538
	FP => peanut:[1395,1401]; score:1.000000; title:Peanuts; score:0.043206
	FP => answer:[2944,2950]; score:1.000000; title:Call_and_response_(music); score:0.007852
	FP => wanted:[1232,1238]; score:1.000000; title:Wanted_(2008_film); score:0.021525
	FP => Americans:[791,800]; score:1.000000; title:Americans; score:0.021380
 => Gerald Ford:[1203,1214]; score:1.000000; title:Gerald_Ford; score:0.157440
	FP => impervious:[690,700]; score:1.000000; title:Permeability_(earth_sciences); score:0.002205
	FP => failure:[916,923]; score:1.000000; title:Failure; score:0.022199
	FP => experience:[1817,1827]; score:1.000000; title:Experience; score:0.041697
