[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
[952testa SOCCER]
***************** Gold Standard: ***********************
 => Romania:[71,78]; score:1.000000
 => ROMANIA:[8,15]; score:1.000000
 => European:[122,130]; score:1.000000
 => Romania:[173,180]; score:1.000000
 => BUCHAREST:[50,59]; score:1.000000
 => Cosmin Contra:[182,195]; score:1.000000
 => Lithuania:[227,236]; score:1.000000
 => Lithuania:[84,93]; score:1.000000
 => LITHUANIA:[21,30]; score:1.000000
 => Mihai Tararache:[204,219]; score:1.000000
 => Danius Gleveckas:[238,254]; score:1.000000

************************ System Result: ***************************
 => Romania:[71,78]; score:1.000000
 => ROMANIA:[8,15]; score:1.000000
 => European:[122,130]; score:1.000000
 => Romania:[173,180]; score:1.000000
 => BUCHAREST:[50,59]; score:1.000000
 => Cosmin Contra:[182,195]; score:1.000000
 => Lithuania:[227,236]; score:1.000000
 => Lithuania:[84,93]; score:1.000000
 => LITHUANIA:[21,30]; score:1.000000
 => Mihai Tararache:[204,219]; score:1.000000
 => Danius Gleveckas:[238,254]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:11.0; fpCount:0.0; fnCount:0.0
[1034testa OSCE]
***************** Gold Standard: ***********************
 => Chechnya:[201,209]; score:1.000000
 => Tim Guldimann:[752,765]; score:1.000000
 => Alexander Lebed:[947,962]; score:1.000000
 => Flavio Cotti:[275,287]; score:1.000000
 => Russia:[1229,1235]; score:1.000000
 => Chechnya:[1105,1113]; score:1.000000
 => OSCE:[1294,1298]; score:1.000000
 => Chechnya:[727,735]; score:1.000000
 => Chechnya:[25,33]; score:1.000000
 => OSCE:[1493,1497]; score:1.000000
 => Chechnya:[1562,1570]; score:1.000000
 => Russia:[1373,1379]; score:1.000000
 => OSCE:[540,544]; score:1.000000
 => OSCE:[478,482]; score:1.000000
 => OSCE:[800,804]; score:1.000000
 => Russian:[1859,1866]; score:1.000000
 => Chechnya:[805,813]; score:1.000000
 => Swiss:[771,776]; score:1.000000
 => Zelimkhan Yandarbiyev:[851,872]; score:1.000000
 => Chechen:[967,974]; score:1.000000
 => Russian:[456,463]; score:1.000000
 => Cotti:[1094,1099]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[309,360]; score:1.000000
 => OSCE:[362,366]; score:1.000000
 => OSCE:[1387,1391]; score:1.000000
 => Chechnya:[432,440]; score:1.000000
 => Russia:[1134,1140]; score:1.000000
 => Chechnya:[1779,1787]; score:1.000000
 => BONN:[49,53]; score:1.000000
 => Chechnya:[1271,1279]; score:1.000000
 => German:[374,380]; score:1.000000
 => Russia:[1337,1343]; score:1.000000
 => Pro-Moscow:[705,715]; score:1.000000
 => Cotti:[1884,1889]; score:1.000000
 => Swiss:[605,610]; score:1.000000
 => Russian:[928,935]; score:1.000000
 => Vienna-based:[391,403]; score:1.000000
 => Aslan Maskhadov:[1002,1017]; score:1.000000
 => OSCE:[0,4]; score:1.000000
 => Chechnya:[645,653]; score:1.000000

************************ System Result: ***************************
 => Chechnya:[201,209]; score:1.000000
 => Tim Guldimann:[752,765]; score:1.000000
 => Alexander Lebed:[947,962]; score:1.000000
 => Flavio Cotti:[275,287]; score:1.000000
 => Russia:[1229,1235]; score:1.000000
 => Chechnya:[1105,1113]; score:1.000000
 => OSCE:[1294,1298]; score:1.000000
 => Chechnya:[727,735]; score:1.000000
 => Chechnya:[25,33]; score:1.000000
 => OSCE:[1493,1497]; score:1.000000
 => Chechnya:[1562,1570]; score:1.000000
 => Russia:[1373,1379]; score:1.000000
 => OSCE:[540,544]; score:1.000000
 => OSCE:[478,482]; score:1.000000
 => Russian:[1859,1866]; score:1.000000
 => Swiss:[771,776]; score:1.000000
 => Zelimkhan Yandarbiyev:[851,872]; score:1.000000
 => Chechen:[967,974]; score:1.000000
	FP => pro-Moscow:[170,180]; score:1.000000
 => Russian:[456,463]; score:1.000000
 => Cotti:[1094,1099]; score:1.000000
	FP => Cotti:[582,587]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[309,360]; score:1.000000
 => OSCE:[362,366]; score:1.000000
 => OSCE:[1387,1391]; score:1.000000
 => Chechnya:[432,440]; score:1.000000
 => Russia:[1134,1140]; score:1.000000
 => Chechnya:[1779,1787]; score:1.000000
 => BONN:[49,53]; score:1.000000
 => Chechnya:[1271,1279]; score:1.000000
 => German:[374,380]; score:1.000000
 => OSCE Chechnya:[800,813]; score:1.000000
 => Russia:[1337,1343]; score:1.000000
 => Pro-Moscow:[705,715]; score:1.000000
 => Cotti:[1884,1889]; score:1.000000
 => Swiss:[605,610]; score:1.000000
 => Russian:[928,935]; score:1.000000
 => Vienna-based:[391,403]; score:1.000000
 => Aslan Maskhadov:[1002,1017]; score:1.000000
 => OSCE:[0,4]; score:1.000000
 => Chechnya:[645,653]; score:1.000000
P/R/F:0.95238096/1.0/0.9756098; tpCount:40.0; fpCount:2.0; fnCount:0.0
[1116testa Paper]
***************** Gold Standard: ***********************
 => Thatcher:[1032,1040]; score:1.000000
 => Thatcher:[11,19]; score:1.000000
 => Bernard Ingram:[533,547]; score:1.000000
	FN => Iron Lady:[1072,1081]; score:1.000000
 => U.S.:[1228,1232]; score:1.000000
 => Thatcher:[337,345]; score:1.000000
 => Nancy:[1265,1270]; score:1.000000
 => Orr:[497,500]; score:1.000000
 => Orr:[1009,1012]; score:1.000000
 => Thatcher:[1050,1058]; score:1.000000
 => Libran:[349,355]; score:1.000000
 => British:[71,78]; score:1.000000
 => IRA:[132,135]; score:1.000000
 => Bernard Ingham:[626,640]; score:1.000000
 => Irish:[397,402]; score:1.000000
 => Conservative Party:[443,461]; score:1.000000
	FN => My Turn:[1298,1305]; score:1.000000
 => LONDON:[51,57]; score:1.000000
 => Margaret Thatcher:[94,111]; score:1.000000
 => The Sunday Telegraph:[257,277]; score:1.000000
 => Ronald Reagan:[1243,1256]; score:1.000000
 => Ingram:[885,891]; score:1.000000
 => Majorie Orr:[285,296]; score:1.000000
 => Thatcher:[506,514]; score:1.000000
 => Orr:[725,728]; score:1.000000
 => Orr:[735,738]; score:1.000000

************************ System Result: ***************************
 => Thatcher:[1032,1040]; score:1.000000
 => British:[71,78]; score:1.000000
 => IRA:[132,135]; score:1.000000
 => Thatcher:[11,19]; score:1.000000
 => Bernard Ingham:[626,640]; score:1.000000
 => Bernard Ingram:[533,547]; score:1.000000
 => U.S.:[1228,1232]; score:1.000000
 => Irish:[397,402]; score:1.000000
 => Thatcher:[337,345]; score:1.000000
 => Conservative Party:[443,461]; score:1.000000
 => Nancy:[1265,1270]; score:1.000000
 => LONDON:[51,57]; score:1.000000
 => Margaret Thatcher:[94,111]; score:1.000000
 => Orr:[497,500]; score:1.000000
 => Orr:[1009,1012]; score:1.000000
 => Ronald Reagan:[1243,1256]; score:1.000000
 => Ingram:[885,891]; score:1.000000
 => Thatcher:[1050,1058]; score:1.000000
 => Majorie Orr:[285,296]; score:1.000000
 => Thatcher:[506,514]; score:1.000000
 => Orr:[725,728]; score:1.000000
 => Sunday Telegraph:[261,277]; score:1.000000
 => Libran:[349,355]; score:1.000000
 => Orr:[735,738]; score:1.000000
P/R/F:1.0/0.9230769/0.96000004; tpCount:24.0; fpCount:0.0; fnCount:2.0
[953testa SOCCER]
***************** Gold Standard: ***********************
 => Rotor:[388,393]; score:1.000000
 => Alania:[647,653]; score:1.000000
 => ROTOR:[8,13]; score:1.000000
 => Manchester United:[470,487]; score:1.000000
 => Lada Togliatti:[405,419]; score:1.000000
 => Rotor:[556,561]; score:1.000000
 => Volgograd:[688,697]; score:1.000000
 => Dynamo Moscow:[181,194]; score:1.000000
 => Anatoly Gorokhovsky:[347,366]; score:1.000000
 => Russian:[306,313]; score:1.000000
 => Moscow:[757,763]; score:1.000000
 => Dynamo Moscow:[669,682]; score:1.000000
 => MOSCOW:[56,62]; score:1.000000
 => UEFA Cup:[507,515]; score:1.000000
 => Rotor:[251,256]; score:1.000000
 => VOLGOGRAD:[36,45]; score:1.000000
 => Rotor Volgograd:[74,89]; score:1.000000

************************ System Result: ***************************
 => Rotor:[388,393]; score:1.000000
 => Alania:[647,653]; score:1.000000
 => ROTOR:[8,13]; score:1.000000
 => Manchester United:[470,487]; score:1.000000
 => Lada Togliatti:[405,419]; score:1.000000
 => Rotor:[556,561]; score:1.000000
 => Volgograd:[688,697]; score:1.000000
 => Dynamo Moscow:[181,194]; score:1.000000
 => Anatoly Gorokhovsky:[347,366]; score:1.000000
 => Russian:[306,313]; score:1.000000
 => Moscow:[757,763]; score:1.000000
 => Dynamo Moscow:[669,682]; score:1.000000
 => MOSCOW:[56,62]; score:1.000000
 => UEFA Cup:[507,515]; score:1.000000
 => Rotor:[251,256]; score:1.000000
 => VOLGOGRAD:[36,45]; score:1.000000
 => Rotor Volgograd:[74,89]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:17.0; fpCount:0.0; fnCount:0.0
[1141testa Hong]
***************** Gold Standard: ***********************
 => Chen Chun-yeh:[302,315]; score:1.000000
 => Chen:[485,489]; score:1.000000
 => Taiwan:[583,589]; score:1.000000
 => Hong Kong:[123,132]; score:1.000000
 => Chinese:[522,529]; score:1.000000
 => HONG KONG:[45,54]; score:1.000000
 => Hong Kong:[0,9]; score:1.000000
 => China:[574,579]; score:1.000000
 => High Court:[325,335]; score:1.000000
 => Hong Kong Standard:[368,386]; score:1.000000

************************ System Result: ***************************
 => Chen Chun-yeh:[302,315]; score:1.000000
 => Chen:[485,489]; score:1.000000
 => Taiwan:[583,589]; score:1.000000
 => Hong Kong:[123,132]; score:1.000000
 => Chinese:[522,529]; score:1.000000
 => HONG KONG:[45,54]; score:1.000000
 => Hong Kong:[0,9]; score:1.000000
 => China:[574,579]; score:1.000000
 => High Court:[325,335]; score:1.000000
 => Hong Kong Standard:[368,386]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:10.0; fpCount:0.0; fnCount:0.0
[1118testa Escaped]
***************** Gold Standard: ***********************
 => British:[8,15]; score:1.000000
	FN => LONDON:[39,45]; score:1.000000
 => London:[683,689]; score:1.000000
 => Worthing:[337,345]; score:1.000000
 => Britain:[817,824]; score:1.000000
 => Belgium:[849,856]; score:1.000000
 => Holland:[418,425]; score:1.000000
 => Holland:[691,698]; score:1.000000
 => Trevor Holland:[203,217]; score:1.000000
 => British:[69,76]; score:1.000000
 => England:[357,364]; score:1.000000

************************ System Result: ***************************
 => British:[8,15]; score:1.000000
 => London:[683,689]; score:1.000000
 => Worthing:[337,345]; score:1.000000
 => Britain:[817,824]; score:1.000000
 => Belgium:[849,856]; score:1.000000
 => Holland:[418,425]; score:1.000000
 => Holland:[691,698]; score:1.000000
 => Trevor Holland:[203,217]; score:1.000000
 => British:[69,76]; score:1.000000
 => England:[357,364]; score:1.000000
P/R/F:1.0/0.90909094/0.95238096; tpCount:10.0; fpCount:0.0; fnCount:1.0
[1158testa Nato]
***************** Gold Standard: ***********************
 => Arbil:[405,410]; score:1.000000
 => Iraq:[37,41]; score:1.000000
 => North Atlantic Treaty Organisation:[67,101]; score:1.000000
 => BRUSSELS:[43,51]; score:1.000000
 => Iraq:[423,427]; score:1.000000
 => NATO:[200,204]; score:1.000000
 => Reuters:[219,226]; score:1.000000
 => Iraq:[188,192]; score:1.000000
 => Kurdistan Democratic Party:[338,364]; score:1.000000
 => Iraqi Kurd:[293,303]; score:1.000000
 => KDP:[366,369]; score:1.000000
 => Iraqi:[321,326]; score:1.000000

************************ System Result: ***************************
 => Arbil:[405,410]; score:1.000000
 => Iraq:[37,41]; score:1.000000
 => North Atlantic Treaty Organisation:[67,101]; score:1.000000
 => BRUSSELS:[43,51]; score:1.000000
 => Iraq:[423,427]; score:1.000000
 => NATO:[200,204]; score:1.000000
 => Reuters:[219,226]; score:1.000000
 => Iraq:[188,192]; score:1.000000
 => Kurdistan Democratic Party:[338,364]; score:1.000000
 => Iraqi Kurd:[293,303]; score:1.000000
 => KDP:[366,369]; score:1.000000
 => Iraqi:[321,326]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:12.0; fpCount:0.0; fnCount:0.0
[1044testa Singapore]
***************** Gold Standard: ***********************
 => Singapore:[312,321]; score:1.000000
 => Changi Prison:[93,106]; score:1.000000
 => Singapore:[59,68]; score:1.000000
 => Jeerasak Densakul:[180,197]; score:1.000000
 => CNB:[169,172]; score:1.000000
 => Singapore:[0,9]; score:1.000000
 => Central Narcotics Bureau:[143,167]; score:1.000000
 => Thai:[78,82]; score:1.000000
 => Singapore:[595,604]; score:1.000000
 => CNB:[302,305]; score:1.000000
 => Thai:[16,20]; score:1.000000
 => SINGAPORE:[38,47]; score:1.000000

************************ System Result: ***************************
 => Singapore:[312,321]; score:1.000000
 => Changi Prison:[93,106]; score:1.000000
 => Singapore:[59,68]; score:1.000000
 => Jeerasak Densakul:[180,197]; score:1.000000
 => CNB:[169,172]; score:1.000000
 => Singapore:[0,9]; score:1.000000
 => Central Narcotics Bureau:[143,167]; score:1.000000
 => Thai:[78,82]; score:1.000000
 => Singapore:[595,604]; score:1.000000
 => CNB:[302,305]; score:1.000000
 => Thai:[16,20]; score:1.000000
 => SINGAPORE:[38,47]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:12.0; fpCount:0.0; fnCount:0.0
[1016testa Titanic]
***************** Gold Standard: ***********************
 => Titanic:[873,880]; score:1.000000
 => Purcell:[1177,1184]; score:1.000000
 => Titanic:[266,273]; score:1.000000
	FN => Titanic:[0,7]; score:1.000000
 => RMS Titanic:[180,191]; score:1.000000
 => Erin Purcell:[421,433]; score:1.000000
 => Boston-based:[437,449]; score:1.000000
 => Newfoundland:[358,370]; score:1.000000
 => Reagan Communications:[450,471]; score:1.000000
 => NEW YORK:[38,46]; score:1.000000
 => Canada:[372,378]; score:1.000000

************************ System Result: ***************************
 => Titanic:[873,880]; score:1.000000
 => Purcell:[1177,1184]; score:1.000000
 => Titanic:[266,273]; score:1.000000
 => Boston-based Reagan Communications:[437,471]; score:1.000000
 => RMS Titanic:[180,191]; score:1.000000
 => Erin Purcell:[421,433]; score:1.000000
 => Newfoundland:[358,370]; score:1.000000
 => NEW YORK:[38,46]; score:1.000000
 => Canada:[372,378]; score:1.000000
P/R/F:1.0/0.90909094/0.95238096; tpCount:10.0; fpCount:0.0; fnCount:1.0
[964testa GOLF]
***************** Gold Standard: ***********************
 => Henke:[292,297]; score:1.000000
 => World Series of Golf:[1811,1831]; score:1.000000
 => WOODS:[37,42]; score:1.000000
 => Texas Open:[1418,1428]; score:1.000000
 => Duffy Waldorf:[366,379]; score:1.000000
 => Tiger Woods:[245,256]; score:1.000000
 => Henke:[1199,1204]; score:1.000000
 => PGA Tour:[2002,2010]; score:1.000000
 => Woods:[688,693]; score:1.000000
 => U.S. Open:[1844,1853]; score:1.000000
 => Jesper Parnevik:[384,399]; score:1.000000
 => MILWAUKEE:[60,69]; score:1.000000
 => Phil Mickelson:[1953,1967]; score:1.000000
 => Payne Stewart:[1860,1873]; score:1.000000
 => Henke:[831,836]; score:1.000000
 => Bob Estes:[325,334]; score:1.000000
 => PGA Tour:[1316,1324]; score:1.000000
 => Scott Hoch:[1894,1904]; score:1.000000
 => Wisconsin:[71,80]; score:1.000000
 => Andrew Magee:[1259,1271]; score:1.000000
 => BellSouth Classic:[1360,1377]; score:1.000000
 => HENKE:[6,11]; score:1.000000
 => U.S. Amateur Championship:[479,504]; score:1.000000
 => Nortel Open:[1490,1501]; score:1.000000
 => Tom Lehman:[2098,2108]; score:1.000000
 => Woods:[401,406]; score:1.000000
 => Woods:[1684,1689]; score:1.000000
 => Greater Milwaukee Open:[198,220]; score:1.000000
 => MILWAUKEE:[26,35]; score:1.000000
 => Nolan Henke:[92,103]; score:1.000000
 => World Series of Golf:[2053,2073]; score:1.000000
 => Billy Andrade:[351,364]; score:1.000000
 => Billy Mayfair:[1761,1774]; score:1.000000
 => Mark O'Meara:[2113,2125]; score:1.000000
 => Mark Brooks:[2085,2096]; score:1.000000
 => Estes:[1379,1384]; score:1.000000

************************ System Result: ***************************
 => Henke:[292,297]; score:1.000000
 => World Series of Golf:[1811,1831]; score:1.000000
 => WOODS:[37,42]; score:1.000000
 => Texas Open:[1418,1428]; score:1.000000
 => Duffy Waldorf:[366,379]; score:1.000000
 => Tiger Woods:[245,256]; score:1.000000
 => Henke:[1199,1204]; score:1.000000
 => PGA Tour:[2002,2010]; score:1.000000
 => Woods:[688,693]; score:1.000000
 => U.S. Open:[1844,1853]; score:1.000000
 => Amateur Championship:[484,504]; score:1.000000
 => Jesper Parnevik:[384,399]; score:1.000000
 => MILWAUKEE:[60,69]; score:1.000000
 => Phil Mickelson:[1953,1967]; score:1.000000
 => Payne Stewart:[1860,1873]; score:1.000000
 => Henke:[831,836]; score:1.000000
 => Bob Estes:[325,334]; score:1.000000
 => PGA Tour:[1316,1324]; score:1.000000
 => Scott Hoch:[1894,1904]; score:1.000000
 => Wisconsin:[71,80]; score:1.000000
 => Andrew Magee:[1259,1271]; score:1.000000
 => BellSouth Classic:[1360,1377]; score:1.000000
 => HENKE:[6,11]; score:1.000000
 => Milwaukee:[206,215]; score:1.000000
 => Nortel Open:[1490,1501]; score:1.000000
 => Tom Lehman:[2098,2108]; score:1.000000
 => Woods:[401,406]; score:1.000000
 => Woods:[1684,1689]; score:1.000000
 => MILWAUKEE:[26,35]; score:1.000000
 => Nolan Henke:[92,103]; score:1.000000
 => World Series of Golf:[2053,2073]; score:1.000000
 => Billy Andrade:[351,364]; score:1.000000
 => Billy Mayfair:[1761,1774]; score:1.000000
 => Mark O'Meara:[2113,2125]; score:1.000000
 => Mark Brooks:[2085,2096]; score:1.000000
 => Estes:[1379,1384]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:36.0; fpCount:0.0; fnCount:0.0
[1156testa Iran]
***************** Gold Standard: ***********************
	FN => Gust:[452,456]; score:1.000000
 => Berlin:[1542,1548]; score:1.000000
 => Bonn:[201,205]; score:1.000000
 => Tehran:[143,149]; score:1.000000
 => Tehran:[1295,1301]; score:1.000000
 => Iranian:[753,760]; score:1.000000
 => Iran:[1870,1874]; score:1.000000
 => German:[20,26]; score:1.000000
 => German:[2004,2010]; score:1.000000
 => Der Spiegel:[319,330]; score:1.000000
 => Tehran:[730,736]; score:1.000000
 => Banisadr:[1506,1514]; score:1.000000
 => Jens Gust:[388,397]; score:1.000000
 => France:[1633,1639]; score:1.000000
 => Iranian:[67,74]; score:1.000000
 => German:[675,681]; score:1.000000
 => Iran:[929,933]; score:1.000000
 => Iranian:[1220,1227]; score:1.000000
 => Berlin:[1443,1449]; score:1.000000
 => Ali Fallahiyan:[1899,1913]; score:1.000000
 => Iranian:[1349,1356]; score:1.000000
 => Der Spiegel:[1674,1685]; score:1.000000
 => German:[1830,1836]; score:1.000000
 => Abolhassan Banisadr:[1238,1257]; score:1.000000
 => Banisadr:[1259,1267]; score:1.000000
 => Bonn:[809,813]; score:1.000000
 => Germany:[1485,1492]; score:1.000000
 => Iran:[1962,1966]; score:1.000000
 => Berlin:[1197,1203]; score:1.000000
 => Kurdish:[1422,1429]; score:1.000000
 => Bonn:[45,49]; score:1.000000
 => Germany:[1745,1752]; score:1.000000
 => Banisadr:[2036,2044]; score:1.000000
 => German:[116,122]; score:1.000000
 => Banisadr:[1590,1598]; score:1.000000
 => BONN:[51,55]; score:1.000000
 => Iranian:[343,350]; score:1.000000
 => Kurdish:[1945,1952]; score:1.000000
 => Iran:[1470,1474]; score:1.000000
 => Iran:[0,4]; score:1.000000
 => Iranian:[419,426]; score:1.000000

************************ System Result: ***************************
 => Berlin:[1542,1548]; score:1.000000
 => Bonn:[201,205]; score:1.000000
 => Tehran:[143,149]; score:1.000000
 => Tehran:[1295,1301]; score:1.000000
 => Iranian:[753,760]; score:1.000000
 => Iran:[1870,1874]; score:1.000000
 => German:[20,26]; score:1.000000
 => German:[2004,2010]; score:1.000000
 => Der Spiegel:[319,330]; score:1.000000
 => Tehran:[730,736]; score:1.000000
 => Banisadr:[1506,1514]; score:1.000000
 => Jens Gust:[388,397]; score:1.000000
 => France:[1633,1639]; score:1.000000
 => Iranian:[67,74]; score:1.000000
 => German:[675,681]; score:1.000000
 => Iran:[929,933]; score:1.000000
 => Iranian:[1220,1227]; score:1.000000
 => Berlin:[1443,1449]; score:1.000000
 => Ali Fallahiyan:[1899,1913]; score:1.000000
 => Iranian:[1349,1356]; score:1.000000
 => Der Spiegel:[1674,1685]; score:1.000000
 => German:[1830,1836]; score:1.000000
 => Abolhassan Banisadr:[1238,1257]; score:1.000000
 => Banisadr:[1259,1267]; score:1.000000
 => Bonn:[809,813]; score:1.000000
 => Germany:[1485,1492]; score:1.000000
 => Iran:[1962,1966]; score:1.000000
 => Berlin:[1197,1203]; score:1.000000
 => Kurdish:[1422,1429]; score:1.000000
 => Bonn:[45,49]; score:1.000000
 => Germany:[1745,1752]; score:1.000000
 => Banisadr:[2036,2044]; score:1.000000
 => German:[116,122]; score:1.000000
 => Banisadr:[1590,1598]; score:1.000000
 => BONN:[51,55]; score:1.000000
 => Iranian:[343,350]; score:1.000000
 => Kurdish:[1945,1952]; score:1.000000
 => Iran:[1470,1474]; score:1.000000
 => Iran:[0,4]; score:1.000000
 => Iranian:[419,426]; score:1.000000
P/R/F:1.0/0.9756098/0.9876543; tpCount:40.0; fpCount:0.0; fnCount:1.0
[1078testa SOCCER]
***************** Gold Standard: ***********************
 => Ince:[259,263]; score:1.000000
 => Republican:[298,308]; score:1.000000
 => Glenn Hoddle:[332,344]; score:1.000000
 => INCE:[8,12]; score:1.000000
 => Paul Gascoigne:[114,128]; score:1.000000
 => Moldova:[686,693]; score:1.000000
 => England:[79,86]; score:1.000000
 => Hoddle:[590,596]; score:1.000000
 => CHISINAU:[50,58]; score:1.000000
 => GASCOIGNE:[24,33]; score:1.000000
 => World Cup:[699,708]; score:1.000000
 => Moldova:[250,257]; score:1.000000
 => England:[347,354]; score:1.000000
 => Moldova:[60,67]; score:1.000000
 => Gascoigne:[416,425]; score:1.000000
 => Chisinau:[320,328]; score:1.000000
 => Paul Ince:[194,203]; score:1.000000
 => Inter Milan:[516,527]; score:1.000000
 => England:[673,680]; score:1.000000

************************ System Result: ***************************
 => Ince:[259,263]; score:1.000000
 => Republican:[298,308]; score:1.000000
 => Glenn Hoddle:[332,344]; score:1.000000
 => INCE:[8,12]; score:1.000000
 => Paul Gascoigne:[114,128]; score:1.000000
 => Moldova:[686,693]; score:1.000000
 => England:[79,86]; score:1.000000
 => Hoddle:[590,596]; score:1.000000
 => CHISINAU:[50,58]; score:1.000000
 => GASCOIGNE:[24,33]; score:1.000000
 => World Cup:[699,708]; score:1.000000
 => Moldova:[250,257]; score:1.000000
 => England:[347,354]; score:1.000000
 => Moldova:[60,67]; score:1.000000
 => Gascoigne:[416,425]; score:1.000000
 => Chisinau:[320,328]; score:1.000000
 => Paul Ince:[194,203]; score:1.000000
 => Inter Milan:[516,527]; score:1.000000
 => England:[673,680]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:19.0; fpCount:0.0; fnCount:0.0
[1036testa Armenians]
***************** Gold Standard: ***********************
 => Germany:[38,45]; score:1.000000
 => Zhirayr Liparityan:[401,419]; score:1.000000
 => Azeris:[647,653]; score:1.000000
 => Nagorno-Karabakh:[530,546]; score:1.000000
 => Amsterdam:[1323,1332]; score:1.000000
	FN => OSCE:[1478,1482]; score:1.000000
 => Azeris:[11,17]; score:1.000000
 => Germany:[944,951]; score:1.000000
 => Armenia:[1075,1082]; score:1.000000
 => Armenians:[631,640]; score:1.000000
 => Azerbaijan:[96,106]; score:1.000000
 => Armenians:[0,9]; score:1.000000
 => Azerbaijani:[325,336]; score:1.000000
 => Nagorno-Karabakh:[811,827]; score:1.000000
 => Nagorno-Karabakh:[1009,1025]; score:1.000000
 => Germany:[139,146]; score:1.000000
 => Russia:[1130,1136]; score:1.000000
 => Germany:[1227,1234]; score:1.000000
 => Finland:[1547,1554]; score:1.000000
 => Azeri:[586,591]; score:1.000000
 => BONN:[47,51]; score:1.000000
 => Interfax:[1139,1147]; score:1.000000
 => Armenia:[84,91]; score:1.000000
 => Interfax:[1334,1342]; score:1.000000
 => Nagorno-Karabakh:[191,207]; score:1.000000
 => Azerbaijan:[953,963]; score:1.000000
 => Armenian:[380,388]; score:1.000000
 => Minsk Group:[1504,1515]; score:1.000000
 => Vafa Gulizade:[358,371]; score:1.000000
 => Russia:[1536,1542]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[1425,1476]; score:1.000000

************************ System Result: ***************************
 => Germany:[38,45]; score:1.000000
 => Zhirayr Liparityan:[401,419]; score:1.000000
 => Azeris:[647,653]; score:1.000000
 => Nagorno-Karabakh:[530,546]; score:1.000000
 => Amsterdam:[1323,1332]; score:1.000000
 => Azeris:[11,17]; score:1.000000
 => Germany:[944,951]; score:1.000000
 => Armenia:[1075,1082]; score:1.000000
 => Armenians:[631,640]; score:1.000000
 => Azerbaijan:[96,106]; score:1.000000
 => Armenians:[0,9]; score:1.000000
 => Azerbaijani:[325,336]; score:1.000000
 => Nagorno-Karabakh:[811,827]; score:1.000000
 => Nagorno-Karabakh:[1009,1025]; score:1.000000
 => Germany:[139,146]; score:1.000000
 => Russia:[1130,1136]; score:1.000000
 => Germany:[1227,1234]; score:1.000000
 => Finland:[1547,1554]; score:1.000000
 => Azeri:[586,591]; score:1.000000
 => BONN:[47,51]; score:1.000000
 => Interfax:[1139,1147]; score:1.000000
 => Armenia:[84,91]; score:1.000000
 => Interfax:[1334,1342]; score:1.000000
 => Nagorno-Karabakh:[191,207]; score:1.000000
 => Azerbaijan:[953,963]; score:1.000000
 => Armenian:[380,388]; score:1.000000
 => Minsk Group:[1504,1515]; score:1.000000
 => Vafa Gulizade:[358,371]; score:1.000000
 => Russia:[1536,1542]; score:1.000000
	FP => Armenian:[1029,1037]; score:1.000000
 => Organisation for Security and Cooperation in Europe:[1425,1476]; score:1.000000
P/R/F:0.9677419/0.9677419/0.9677419; tpCount:30.0; fpCount:1.0; fnCount:1.0
[1137testa Dow]
***************** Gold Standard: ***********************
 => BEIJING:[40,47]; score:1.000000
 => Tianjin:[651,658]; score:1.000000
 => Caltex:[620,626]; score:1.000000
 => United States:[86,99]; score:1.000000
 => China:[16,21]; score:1.000000
 => Tianjin:[339,346]; score:1.000000
 => China:[178,183]; score:1.000000
 => Dow Chemical Co:[63,78]; score:1.000000
 => Tianjin:[153,160]; score:1.000000
 => China Daily:[189,200]; score:1.000000
 => Dow Chemical:[0,12]; score:1.000000
 => China:[666,671]; score:1.000000
 => Mobil:[603,608]; score:1.000000
 => Tianjin:[544,551]; score:1.000000
 => Caltex Petroleum Corp:[466,487]; score:1.000000
 => Shell:[610,615]; score:1.000000

************************ System Result: ***************************
 => BEIJING:[40,47]; score:1.000000
 => Tianjin:[651,658]; score:1.000000
 => Caltex:[620,626]; score:1.000000
 => United States:[86,99]; score:1.000000
 => China:[16,21]; score:1.000000
 => Tianjin:[339,346]; score:1.000000
 => China:[178,183]; score:1.000000
 => Dow Chemical Co:[63,78]; score:1.000000
 => Tianjin:[153,160]; score:1.000000
 => China Daily:[189,200]; score:1.000000
 => Dow Chemical:[0,12]; score:1.000000
 => China:[666,671]; score:1.000000
 => Mobil:[603,608]; score:1.000000
 => Tianjin:[544,551]; score:1.000000
 => Caltex Petroleum Corp:[466,487]; score:1.000000
 => Shell:[610,615]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:16.0; fpCount:0.0; fnCount:0.0
[1076testa SOCCER]
***************** Gold Standard: ***********************
 => NOUAKCHOTT:[59,69]; score:1.000000
 => AFRICAN NATIONS CUP:[38,57]; score:1.000000
 => Benin:[106,111]; score:1.000000
