[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => San Francisco:[3736,3749]; score:1.000000; title:San_Francisco,_California; score:1.000000
	FP => U.S.:[765,769]; score:1.000000; title:United_States; score:0.803799
 => World Trade Center:[2287,2305]; score:1.000000; title:World_Trade_Center; score:1.000000
	FP => New York:[2106,2114]; score:1.000000; title:New_York; score:0.576837
 => American Samoa:[676,690]; score:1.000000; title:American_Samoa; score:0.515578
	FP => Mandan:[4763,4769]; score:1.000000; title:Mandan; score:0.667932
 => Morton County:[5036,5049]; score:1.000000; title:Morton_County,_North_Dakota; score:0.539084
 => Homeland Security Department:[4299,4327]; score:1.000000; title:United_States_Department_of_Homeland_Security; score:1.000000
	FP => Paul:[525,529]; score:1.000000; title:Paul_(film); score:0.298781
	FP => Wyo:[586,589]; score:1.000000; title:Wyo,_California; score:0.915094
	FP => Homeland Security:[1833,1850]; score:1.000000; title:Homeland_security; score:1.000000
 => Cleveland:[4646,4655]; score:1.000000; title:Cleveland,_Ohio; score:0.539581
	FP => N.D.:[666,670]; score:1.000000; title:Nature_cure; score:0.354839
	FP => Mandan:[658,664]; score:1.000000; title:Mandan; score:0.667932
	FP => N.D.:[4771,4775]; score:1.000000; title:Nature_cure; score:0.354839
	FP => WASHINGTON:[126,136]; score:1.000000; title:Washington; score:0.270749
 => Laramie County:[570,584]; score:1.000000; title:Laramie_County,_Wyoming; score:0.994094
P/R/F:0.5744681/0.6/0.58695656; tpCount:27.0; fpCount:20.0; fnCount:18.0
[Hea16384904.txt]
***************** Gold Standard: ***********************
 => University of Missouri:[2783,2805]; score:1.000000; title:University of Missouri-Columbia; score:1.000000
 => London:[2424,2430]; score:1.000000; title:London; score:1.000000
 => Mayo Clinic:[818,829]; score:1.000000; title:Mayo Clinic; score:1.000000
	FN => New York:[1564,1572]; score:1.000000; title:New York City; score:1.000000
 => Goteborg University:[2048,2067]; score:1.000000; title:Goteborg University; score:1.000000
 => Stony Brook University:[1538,1560]; score:1.000000; title:State University of New York at Stony Brook; score:1.000000
	FN => Hodgkinâ€™s lymphoma:[2516,2534]; score:1.000000; title:Hodgkin's lymphoma; score:1.000000
 => Sweden:[2071,2077]; score:1.000000; title:Sweden; score:1.000000
 => Mayo Clinic:[1208,1219]; score:1.000000; title:Mayo Clinic; score:1.000000
	FN => Ohio State University:[2619,2640]; score:1.000000; title:Ohio State University; score:1.000000
 => Santa Baby:[453,463]; score:1.000000; title:Santa Baby; score:1.000000

************************ System Result: ***************************
 => Stony Brook University:[1538,1560]; score:1.000000; title:Stony_Brook_University; score:1.000000
 => London:[2424,2430]; score:1.000000; title:London; score:1.000000
 => Mayo Clinic:[818,829]; score:1.000000; title:Mayo_Clinic; score:1.000000
 => Goteborg University:[2048,2067]; score:1.000000; title:University_of_Gothenburg; score:1.000000
 => University of Missouri:[2783,2805]; score:1.000000; title:University_of_Missouri; score:1.000000
 => Sweden:[2071,2077]; score:1.000000; title:Sweden; score:1.000000
 => Mayo Clinic:[1208,1219]; score:1.000000; title:Mayo_Clinic; score:1.000000
	FP => Ohio State University:[2619,2640]; score:1.000000; title:Ohio_State_Buckeyes_football; score:1.000000
 => Santa Baby:[453,463]; score:1.000000; title:Santa_Baby; score:1.000000
	FP => New York:[1564,1572]; score:1.000000; title:New_York; score:0.576837
	FP => non-Hodgkin:[2512,2523]; score:1.000000; title:Non-Hodgkin_lymphoma; score:1.000000
P/R/F:0.72727275/0.72727275/0.72727275; tpCount:8.0; fpCount:3.0; fnCount:3.0
[Pol16452612.txt]
***************** Gold Standard: ***********************
 => Iraq:[892,896]; score:1.000000; title:Iraq; score:1.000000
	FN => Pfeiffer:[3022,3030]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => New York:[3488,3496]; score:1.000000; title:New York; score:1.000000
	FN => Washington:[1433,1443]; score:1.000000; title:Washington, D.C.; score:1.000000
 => John Kerry:[2864,2874]; score:1.000000; title:John Kerry; score:1.000000
 => Vietnam:[2795,2802]; score:1.000000; title:Vietnam War; score:1.000000
 => Charles Schumer:[3469,3484]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Bush campaign:[2837,2850]; score:1.000000; title:George W. Bush presidential campaign, 2004; score:1.000000
 => Bush:[2885,2889]; score:1.000000; title:George W. Bush; score:1.000000
 => Bayh:[2320,2324]; score:1.000000; title:Evan Bayh; score:1.000000
 => Richard Nixon:[1258,1271]; score:1.000000; title:Richard Nixon; score:1.000000
 => Evan Bayh:[1908,1917]; score:1.000000; title:Evan Bayh; score:1.000000
 => Gerald Ford:[1203,1214]; score:1.000000; title:Gerald Ford; score:1.000000
 => President George W. Bush:[468,492]; score:1.000000; title:George W. Bush; score:1.000000
	FN => Washington:[2250,2260]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Senate:[2103,2109]; score:1.000000; title:United States Senate; score:1.000000
 => Schumer:[3660,3667]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Washington:[1694,1704]; score:1.000000; title:Washington, D.c.; score:1.000000
	FN => Ford:[1301,1305]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Washington:[1771,1781]; score:1.000000; title:Washington, D.c.; score:1.000000
 => Bill Clinton:[2954,2966]; score:1.000000; title:Bill Clinton; score:1.000000
 => Dan Pfeiffer:[2291,2303]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => Jimmy Carter:[1379,1391]; score:1.000000; title:Jimmy Carter; score:1.000000
	FN => Pfeiffer:[2610,2618]; score:1.000000; title:Dan Pfeiffer; score:1.000000
	FN => American people:[1482,1497]; score:1.000000; title:Demographics of the United States; score:1.000000
 => Indiana:[2075,2082]; score:1.000000; title:Indiana; score:1.000000
 => Nixon:[1315,1320]; score:1.000000; title:Richard Nixon; score:1.000000
	FN => Pfeiffer:[2810,2818]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => Bayh:[2223,2227]; score:1.000000; title:Evan Bayh; score:1.000000
 => Iraq:[751,755]; score:1.000000; title:Iraq; score:1.000000
 => Bush:[862,866]; score:1.000000; title:George W. Bush; score:1.000000
	FN => WASHINGTON:[110,120]; score:1.000000; title:Washington, D.C.; score:1.000000
	FN => Boomer:[2689,2695]; score:1.000000; title:Boomer; score:1.000000

************************ System Result: ***************************
 => Iraq:[892,896]; score:1.000000; title:Iraq; score:0.988987
 => New York:[3488,3496]; score:1.000000; title:New_York; score:0.576837
 => Vietnam:[2795,2802]; score:1.000000; title:Vietnam_War; score:1.000000
	FP => Washington:[2250,2260]; score:1.000000; title:Washington; score:0.270749
	FP => Pfeiffer:[2610,2618]; score:1.000000; title:Infectious_mononucleosis; score:0.625000
 => Bush:[2885,2889]; score:1.000000; title:George_W._Bush; score:0.751004
 => Bayh:[2320,2324]; score:1.000000; title:Evan_Bayh; score:1.000000
 => Richard Nixon:[1258,1271]; score:1.000000; title:Richard_Nixon; score:1.000000
 => Evan Bayh:[1908,1917]; score:1.000000; title:Evan_Bayh; score:0.998541
 => Gerald Ford:[1203,1214]; score:1.000000; title:Gerald_Ford; score:1.000000
 => Senate:[2103,2109]; score:1.000000; title:United_States_Senate; score:0.254618
	FP => Washington:[1694,1704]; score:1.000000; title:Washington; score:0.270749
	FP => Washington:[1433,1443]; score:1.000000; title:Washington; score:0.270749
	FP => Bushes:[3087,3093]; score:1.000000; title:Shrub; score:0.926786
	FP => Americans:[2410,2419]; score:1.000000; title:United_States; score:0.494200
	FP => American:[1482,1490]; score:1.000000; title:United_States; score:1.000000
 => George W. Bush:[478,492]; score:1.000000; title:George_W._Bush; score:1.000000
	FP => Bush:[2837,2841]; score:1.000000; title:George_W._Bush; score:0.751004
	FP => American:[3645,3653]; score:1.000000; title:United_States; score:1.000000
 => Bill Clinton:[2954,2966]; score:1.000000; title:Bill_Clinton; score:1.000000
 => Jimmy Carter:[1379,1391]; score:1.000000; title:Jimmy_Carter; score:1.000000
	FP => Pfeiffer:[3022,3030]; score:1.000000; title:Infectious_mononucleosis; score:0.625000
 => Indiana:[2075,2082]; score:1.000000; title:Indiana; score:0.733269
	FP => Americans:[791,800]; score:1.000000; title:United_States; score:0.494200
	FP => WASHINGTON:[110,120]; score:1.000000; title:Washington; score:0.270749
 => Nixon:[1315,1320]; score:1.000000; title:Richard_Nixon; score:0.604601
	FP => Washington:[1771,1781]; score:1.000000; title:Washington; score:0.270749
 => Schumer:[3660,3667]; score:1.000000; title:Chuck_Schumer; score:1.000000
	FP => American:[44,52]; score:1.000000; title:United_States; score:1.000000
 => Bayh:[2223,2227]; score:1.000000; title:Evan_Bayh; score:1.000000
	FP => Pfeiffer:[2810,2818]; score:1.000000; title:Infectious_mononucleosis; score:0.625000
	FP => Americans:[2129,2138]; score:1.000000; title:United_States; score:0.494200
 => Iraq:[751,755]; score:1.000000; title:Iraq; score:0.988987
 => Bush:[862,866]; score:1.000000; title:George_W._Bush; score:0.751004
 => Charles Schumer:[3469,3484]; score:1.000000; title:Chuck_Schumer; score:1.000000
	FP => Americans:[1363,1372]; score:1.000000; title:United_States; score:0.494200
 => John Kerry:[2864,2874]; score:1.000000; title:The_Electras; score:1.000000
 => Dan Pfeiffer:[2291,2303]; score:1.000000; title:Daniel_Pfeiffer; score:1.000000
P/R/F:0.55263156/0.6363636/0.5915493; tpCount:21.0; fpCount:17.0; fnCount:12.0
[Wor13259309.txt]
***************** Gold Standard: ***********************
	FN => US military:[4822,4833]; score:1.000000; title:Military of the United States; score:1.000000
 => NBC News:[133,141]; score:1.000000; title:NBC News; score:1.000000
	FN => Caldwell:[5065,5073]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Associated Press:[1148,1164]; score:1.000000; title:Associated Press; score:1.000000
 => Sunnis:[4258,4264]; score:1.000000; title:Sunni Islam; score:1.000000
 => Saddam:[2550,2556]; score:1.000000; title:Saddam Hussein; score:1.000000
 => MSNBC:[3852,3857]; score:1.000000; title:MSNBC; score:1.000000
 => Saddam:[4756,4762]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => U.S. forces:[4545,4556]; score:1.000000; title:Military of the United States; score:1.000000
 => Internet:[1089,1097]; score:1.000000; title:Internet; score:1.000000
 => Iraq:[88,92]; score:1.000000; title:Iraq; score:1.000000
 => Saddam:[1442,1448]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Muqtada:[4089,4096]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => Saddam:[3998,4004]; score:1.000000; title:Saddam Hussein; score:1.000000
 => al-Maliki:[4370,4379]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => AP:[2950,2952]; score:1.000000; title:Associated Press; score:1.000000
 => Mowaffak al-Rubaie:[422,440]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Saddam:[3377,3383]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Muqtada al-Sadr:[4114,4129]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => William Caldwell:[4416,4432]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Al-Arabiya:[3715,3725]; score:1.000000; title:Al Arabiya; score:1.000000
 => Saddam:[553,559]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Saddam:[935,941]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Al-Maliki:[0,9]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Saddam:[1986,1992]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Mahdi Army:[4178,4188]; score:1.000000; title:Mahdi Army; score:1.000000
	FN => U.S. military:[4436,4449]; score:1.000000; title:Military of the United States; score:1.000000
 => Nouri al-Maliki:[1214,1229]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => New York Times:[2577,2591]; score:1.000000; title:New York Times; score:1.000000
 => Najaf:[3064,3069]; score:1.000000; title:Najaf; score:1.000000
	FN => U.S. military:[1489,1502]; score:1.000000; title:Military of the United States; score:1.000000
 => United States:[1534,1547]; score:1.000000; title:United States; score:1.000000
 => al-Maliki:[3046,3055]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Mowaffak al-Rubaie:[2820,2838]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Muqtada:[4071,4078]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => Hussein:[2733,2740]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Iraqi forces:[870,882]; score:1.000000; title:New Iraqi Army; score:1.000000
 => Muqtada:[4080,4087]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => BAGHDAD:[79,86]; score:1.000000; title:Baghdad; score:1.000000
 => Al-Jazeera:[2498,2508]; score:1.000000; title:Al Jazeera; score:1.000000
 => Saddam:[1121,1127]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => al-Rubaie:[2927,2936]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Iraq:[95,99]; score:1.000000; title:Iraq; score:1.000000
	FN => Times:[2888,2893]; score:1.000000; title:New York Times; score:1.000000
 => Saddam Hussein:[227,241]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Mowaffak al-Rubaie:[1872,1890]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => U.S.:[4391,4395]; score:1.000000; title:United States; score:1.000000
 => Iraq:[4715,4719]; score:1.000000; title:Iraq; score:1.000000
	FN => al-Rubaie:[1791,1800]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Al-Maliki:[1309,1318]; score:1.000000; title:Nouri Al-Maliki; score:1.000000
 => Saddam:[4333,4339]; score:1.000000; title:Saddam Hussein; score:1.000000
 => The Associated Press:[2014,2034]; score:1.000000; title:The Associated Press; score:1.000000
	FN => Maliki:[2844,2850]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Saddam Hussein:[368,382]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Al-Sadr:[4302,4309]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => Web site:[2525,2533]; score:1.000000; title:Website; score:1.000000
 => Al-Jazeera:[1059,1069]; score:1.000000; title:Al Jazeera; score:1.000000

************************ System Result: ***************************
 => NBC News:[133,141]; score:1.000000; title:NBC_News; score:1.000000
	FP => Iraqi:[390,395]; score:1.000000; title:Iraqi_Arabic; score:1.000000
 => Associated Press:[1148,1164]; score:1.000000; title:Associated_Press; score:1.000000
	FP => U.S.:[1489,1493]; score:1.000000; title:United_States; score:0.803799
 => Sunnis:[4258,4264]; score:1.000000; title:Sunni_Islam; score:1.000000
	FP => U.S.:[4436,4440]; score:1.000000; title:United_States; score:0.803799
 => Saddam:[2550,2556]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => MSNBC:[3852,3857]; score:1.000000; title:MSNBC; score:1.000000
 => Saddam:[4756,4762]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Internet:[1089,1097]; score:1.000000; title:Internet; score:0.954307
	FP => U.S.:[4545,4549]; score:1.000000; title:United_States; score:0.803799
	FP => Caldwell:[5065,5073]; score:1.000000; title:Caldwell; score:0.228210
 => Al-Maliki:[1309,1318]; score:1.000000; title:Nouri_al-Maliki; score:1.000000
 => Iraq:[88,92]; score:1.000000; title:Iraq; score:0.988987
 => Associated Press:[2018,2034]; score:1.000000; title:Associated_Press; score:1.000000
	FP => Iraqi:[4845,4850]; score:1.000000; title:Iraqi_Arabic; score:1.000000
	FP => Muqtada:[3118,3125]; score:1.000000; title:Muqtada_al-Sadr; score:1.000000
 => New York Times:[2577,2591]; score:1.000000; title:The_New_York_Times; score:1.000000
 => Mowaffak al-Rubaie:[2820,2838]; score:1.000000; title:Mowaffak_al-Rubaie; score:1.000000
 => Saddam:[1442,1448]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Muqtada:[4089,4096]; score:1.000000; title:Muqtada_al-Sadr; score:1.000000
 => Saddam:[3998,4004]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => al-Maliki:[4370,4379]; score:1.000000; title:Nouri_al-Maliki; score:1.000000
 => AP:[2950,2952]; score:1.000000; title:Associated_Press; score:0.380451
 => Saddam:[3377,3383]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Muqtada al-Sadr:[4114,4129]; score:1.000000; title:Muqtada_al-Sadr; score:1.000000
	FP => The Times:[2884,2893]; score:1.000000; title:The_Times; score:1.000000
 => Al-Arabiya:[3715,3725]; score:1.000000; title:Al_Arabiya; score:1.000000
	FP => U.S.:[3310,3314]; score:1.000000; title:United_States; score:0.803799
	FP => Iraqi:[1674,1679]; score:1.000000; title:Iraqi_Arabic; score:1.000000
 => Saddam:[553,559]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Saddam:[935,941]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Al-Maliki:[0,9]; score:1.000000; title:Nouri_al-Maliki; score:1.000000
	FP => US:[4822,4824]; score:1.000000; title:United_States; score:0.482847
 => Saddam:[1986,1992]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Mowaffak al-Rubaie:[422,440]; score:1.000000; title:Mowaffak_al-Rubaie; score:1.000000
 => Mahdi Army:[4178,4188]; score:1.000000; title:Mahdi_Army; score:1.000000
 => Nouri al-Maliki:[1214,1229]; score:1.000000; title:Nouri_al-Maliki; score:1.000000
 => Najaf:[3064,3069]; score:1.000000; title:Najaf; score:1.000000
	FP => Maliki:[2844,2850]; score:1.000000; title:Maliki; score:0.952888
 => United States:[1534,1547]; score:1.000000; title:United_States; score:1.000000
 => al-Maliki:[3046,3055]; score:1.000000; title:Nouri_al-Maliki; score:1.000000
 => Muqtada:[4071,4078]; score:1.000000; title:Muqtada_al-Sadr; score:1.000000
 => Hussein:[2733,2740]; score:1.000000; title:Saddam_Hussein; score:0.931217
 => Muqtada:[4080,4087]; score:1.000000; title:Muqtada_al-Sadr; score:1.000000
 => BAGHDAD:[79,86]; score:1.000000; title:Baghdad; score:1.000000
 => Al-Jazeera:[2498,2508]; score:1.000000; title:Al_Jazeera; score:1.000000
 => Saddam:[1121,1127]; score:1.000000; title:Saddam_Hussein; score:1.000000
	FP => Iraqi:[870,875]; score:1.000000; title:Iraqi_Arabic; score:1.000000
 => Iraq:[95,99]; score:1.000000; title:Iraq; score:0.988987
 => Saddam Hussein:[227,241]; score:1.000000; title:Saddam_Hussein; score:1.000000
	FP => William Caldwell:[4416,4432]; score:1.000000; title:William_Caldwell_(ranger); score:0.514286
 => Mowaffak al-Rubaie:[1872,1890]; score:1.000000; title:Mowaffak_al-Rubaie; score:1.000000
 => U.S.:[4391,4395]; score:1.000000; title:United_States; score:0.803799
 => Iraq:[4715,4719]; score:1.000000; title:Iraq; score:0.988987
	FP => Iraqi:[3157,3162]; score:1.000000; title:Iraqi_Arabic; score:1.000000
 => Saddam:[4333,4339]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Saddam Hussein:[368,382]; score:1.000000; title:Saddam_Hussein; score:1.000000
 => Al-Sadr:[4302,4309]; score:1.000000; title:Muqtada_al-Sadr; score:0.733333
 => Al-Jazeera:[1059,1069]; score:1.000000; title:Al_Jazeera; score:1.000000
P/R/F:0.75/0.7894737/0.7692307; tpCount:45.0; fpCount:15.0; fnCount:12.0
[Spo16417540.txt]
***************** Gold Standard: ***********************
	FN => Saban:[2986,2991]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1580,1585]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Dolphins:[1797,1805]; score:1.000000; title:Miami Dolphins; score:1.000000
 => NFL:[2276,2279]; score:1.000000; title:National Football League; score:1.000000
	FN => Saban:[2342,2347]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Bama:[148,152]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[2610,2615]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Nick:[1235,1239]; score:1.000000; title:Nick Saban; score:1.000000
 => Randy Mueller:[4438,4451]; score:1.000000; title:Randy Mueller; score:1.000000
	FN => Dolphins:[4735,4743]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[2365,2370]; score:1.000000; title:Nick Saban; score:1.000000
	FN => AFC championship game:[4557,4578]; score:1.000000; title:AFC Championship Game; score:1.000000
 => Huizenga:[3748,3756]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[2495,2502]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Dolphins:[3979,3987]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Norm Chow:[2844,2853]; score:1.000000; title:Norm Chow; score:1.000000
	FN => Dolphins:[13,21]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Cam Cameron:[2755,2766]; score:1.000000; title:Cam Cameron; score:1.000000
	FN => Saban:[2238,2243]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1728,1733]; score:1.000000; title:Nick Saban; score:1.000000
 => Tennessee Titans:[2805,2821]; score:1.000000; title:Tennessee Titans; score:1.000000
	FN => Chicago Bears:[2624,2637]; score:1.000000; title:Chicago Bears; score:1.000000
	FN => Saban:[1674,1679]; score:1.000000; title:Nick Saban; score:1.000000
 => Jim Caldwell:[2791,2803]; score:1.000000; title:Jim Caldwell (football coach); score:1.000000
	FN => Alabama:[2411,2418]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Saban:[909,914]; score:1.000000; title:Nick Saban; score:1.000000
 => Huizenga:[3093,3101]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[241,248]; score:1.000000; title:University of Alabama; score:1.000000
 => San Diego Chargers:[2714,2732]; score:1.000000; title:San Diego Chargers; score:1.000000
	FN => Saban:[4360,4365]; score:1.000000; title:Nick Saban; score:1.000000
	FN => DAVIE:[119,124]; score:1.000000; title:Davie, Florida; score:1.000000
	FN => Alabama:[1765,1772]; score:1.000000; title:University of Alabama; score:1.000000
 => Huizenga:[526,534]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Saban:[654,659]; score:1.000000; title:Nick Saban; score:1.000000
 => Huizenga:[2316,2324]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => West Virginia:[2480,2493]; score:1.000000; title:West Virginia University; score:1.000000
	FN => Nick:[1084,1088]; score:1.000000; title:Nick Saban; score:1.000000
 => Mike Shula:[1607,1617]; score:1.000000; title:Mike Shula; score:1.000000
 => Daunte Culpepper:[4080,4096]; score:1.000000; title:Daunte Culpepper; score:1.000000
 => Russ Grimm:[2889,2899]; score:1.000000; title:Russ Grimm; score:1.000000
	FN => Green Bay:[2679,2688]; score:1.000000; title:Green Bay Packers; score:1.000000
	FN => Dolphins:[4528,4536]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Mike Sherman:[2700,2712]; score:1.000000; title:Mike Sherman; score:1.000000
 => Nick Saban:[133,143]; score:1.000000; title:Nick Saban; score:1.000000
 => Dan Marino:[4230,4240]; score:1.000000; title:Dan Marino; score:1.000000
 => Huizenga:[629,637]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Jimmy Johnson:[2134,2147]; score:1.000000; title:Jimmy Johnson (American football coach); score:1.000000
	FN => Miami:[421,426]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Oklahoma State:[2521,2535]; score:1.000000; title:Oklahoma State; score:1.000000
	FN => Nick:[1160,1164]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1010,1015]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Fla.:[126,130]; score:1.000000; title:Florida; score:1.000000
	FN => Dolphins:[3004,3012]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Joe Bailey:[3435,3445]; score:1.000000; title:Joe Bailey; score:1.000000
 => Atlanta Falcons:[3596,3611]; score:1.000000; title:Atlanta Falcons; score:1.000000
 => Wayne Huizenga:[433,447]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Dolphins:[1471,1479]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Huizenga:[2026,2034]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Huizenga:[2922,2930]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => NFL:[4384,4387]; score:1.000000; title:National Football League; score:1.000000
	FN => Dolphins:[3521,3529]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Huizenga:[4585,4593]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Dolphins:[3649,3657]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[762,767]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1404,1409]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Miami:[1971,1976]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Don Shula:[2092,2101]; score:1.000000; title:Don Shula; score:1.000000
	FN => Arizona Cardinals:[3574,3591]; score:1.000000; title:Arizona Cardinals; score:1.000000
 => LSU:[1445,1448]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Indianapolis:[2768,2780]; score:1.000000; title:Indianapolis Colts; score:1.000000
 => Pittsburgh Steelers:[2858,2877]; score:1.000000; title:Pittsburgh Steelers; score:1.000000
 => Rich Rodriguez:[2438,2452]; score:1.000000; title:Rich Rodriguez; score:1.000000
	FN => Saban:[511,516]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[0,5]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Tide:[2387,2391]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Miami:[4161,4166]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Nick:[1257,1261]; score:1.000000; title:Nick Saban; score:1.000000
 => Independence Bowl:[2543,2560]; score:1.000000; title:Independence Bowl; score:1.000000
 => Miami Dolphins:[299,313]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Huizenga:[1619,1627]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Alabama:[26,33]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[585,590]; score:1.000000; title:Nick Saban; score:1.000000
 => Huizenga:[847,855]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Miami:[3898,3903]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Alabama:[1833,1840]; score:1.000000; title:University of Alabama; score:1.000000
 => Huizenga:[971,979]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Crimson Tide:[1550,1562]; score:1.000000; title:University of Alabama; score:1.000000
 => Ron Rivera:[2660,2670]; score:1.000000; title:Ron Rivera; score:1.000000
	FN => Shula:[3876,3881]; score:1.000000; title:Mike Shula; score:1.000000
 => LSU:[3018,3021]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Saban:[222,227]; score:1.000000; title:Nick Saban; score:1.000000
 => Huizenga:[1211,1219]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Tuscaloosa:[835,845]; score:1.000000; title:Tuscaloosa, Alabama; score:1.000000

************************ System Result: ***************************
	FP => Terry:[1169,1174]; score:1.000000; title:Terry_Crews; score:0.461538
 => NFL:[2276,2279]; score:1.000000; title:National_Football_League; score:0.927220
	FP => Dolphins:[3979,3987]; score:1.000000; title:Dolphin; score:0.869623
	FP => Dolphins:[13,21]; score:1.000000; title:Dolphin; score:0.869623
	FP => Nick:[1160,1164]; score:1.000000; title:Nick_Jonas; score:0.200657
	FP => Miami:[1971,1976]; score:1.000000; title:Miami,_Florida; score:0.746518
 => Randy Mueller:[4438,4451]; score:1.000000; title:Randy_Mueller; score:1.000000
	FP => Alabama:[2495,2502]; score:1.000000; title:Alabama; score:0.711030
	FP => Saban:[585,590]; score:1.000000; title:Plough; score:1.000000
	FP => Crimson Tide:[1550,1562]; score:1.000000; title:Crimson_Tide_(film); score:1.000000
	FP => Fla.:[126,130]; score:1.000000; title:Front_Line_Assembly; score:1.000000
	FP => West Virginia:[2480,2493]; score:1.000000; title:West_Virginia; score:0.653909
