[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Baton Rouge:[4660,4671]; score:1.000000; title:Baton Rouge, Louisiana; score:1.000000
 => The Associated Press:[372,392]; score:1.000000; title:The Associated Press; score:1.000000
 => Minneapolis-St. Paul:[509,529]; score:1.000000; title:Minneapolis-St. Paul; score:1.000000
	FN => Mandan:[5025,5031]; score:1.000000; title:Mandan, North Dakota; score:1.000000
 => U.S. territories:[765,781]; score:1.000000; title:U.S. territories; score:1.000000
	FN => Congress:[4092,4100]; score:1.000000; title:United States Congress; score:1.000000
	FN => Mandan:[4763,4769]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => Homeland Security:[1833,1850]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
	FN => N.D.:[4771,4775]; score:1.000000; title:North Dakota; score:1.000000
	FN => Congress:[1275,1283]; score:1.000000; title:United States Congress; score:1.000000
 => San Francisco:[3736,3749]; score:1.000000; title:San Francisco, California; score:1.000000
	FN => World Trade Center:[2287,2305]; score:1.000000; title:World Trade Center; score:1.000000
	FN => WASHINGTON:[126,136]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Chicago:[4637,4644]; score:1.000000; title:Chicago, Illinois; score:1.000000
	FN => D.C.:[492,496]; score:1.000000; title:District of Columbia; score:1.000000
 => American Samoa:[676,690]; score:1.000000; title:American Samoa; score:1.000000
	FN => N.D.:[666,670]; score:1.000000; title:North Dakota; score:1.000000
 => Homeland Security:[1953,1970]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
	FN => Morton County:[5036,5049]; score:1.000000; title:Morton County, North Dakota; score:1.000000
 => Homeland Security Department:[4299,4327]; score:1.000000; title:United States Department of Homeland Security; score:1.000000
 => Cleveland:[4646,4655]; score:1.000000; title:Cleveland, Ohio; score:1.000000
	FN => New York:[2106,2114]; score:1.000000; title:New York City; score:1.000000
	FN => Mandan:[658,664]; score:1.000000; title:Mandan, North Dakota; score:1.000000
	FN => S.D.:[560,564]; score:1.000000; title:South Dakota; score:1.000000
 => Charles Schumer:[1720,1735]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Laramie County:[570,584]; score:1.000000; title:Laramie County, Wyoming; score:1.000000

************************ System Result: ***************************
	FP => Democrats:[1295,1304]; score:0.828104; title:Democratic Party (United States); score:0.828104
 => Hurricane Katrina:[2638,2655]; score:0.915424; title:Hurricane Katrina; score:0.915424
 => Charles Schumer:[1720,1735]; score:0.938213; title:Chuck Schumer; score:0.938213
 => U.S. territories:[765,781]; score:0.799551; title:Territories of the United States; score:0.799551
 => Columbus, Ohio:[531,545]; score:0.679803; title:Columbus, Ohio; score:0.679803
 => Associated Press:[376,392]; score:0.865713; title:Associated Press; score:0.865713
 => territory of American Samoa:[4785,4812]; score:0.801853; title:American Samoa; score:0.801853
	FP => U.S. metropolitan areas:[154,177]; score:0.675855; title:Metropolitan Statistical Area; score:0.675855
 => American Samoa:[4798,4812]; score:0.801853; title:American Samoa; score:0.801853
 => Ohio:[541,545]; score:0.814387; title:Ohio; score:0.814387
 => Homeland Security Department:[1193,1221]; score:0.902520; title:United States Department of Homeland Security; score:0.902520
	FP => Homeland Security Secretary:[1953,1980]; score:0.814604; title:United States Secretary of Homeland Security; score:0.814604
 => Chicago:[4637,4644]; score:0.814387; title:Chicago; score:0.814387
	FP => emergency communications:[3642,3666]; score:0.700700; title:Amateur radio emergency communications; score:0.700700
	FP => public safety:[4221,4234]; score:0.678227; title:Public safety; score:0.678227
 => Homeland:[4299,4307]; score:0.902520; title:United States Department of Homeland Security; score:0.902520
 => The Associated Press:[372,392]; score:0.865713; title:Associated Press; score:0.865713
 => Columbus:[531,539]; score:0.679803; title:Columbus, Ohio; score:0.679803
	FP => terrorist:[303,312]; score:0.858178; title:Terrorism; score:0.858178
	FP => Los Angeles:[3585,3596]; score:0.829906; title:Los Angeles; score:0.829906
 => Baton Rouge:[640,651]; score:0.732138; title:Baton Rouge, Louisiana; score:0.732138
 => Sioux Falls:[547,558]; score:0.768495; title:Sioux Falls, South Dakota; score:0.768495
 => Michael Chertoff:[1981,1997]; score:0.938213; title:Michael Chertoff; score:0.938213
	FP => New York:[2603,2611]; score:0.734237; title:New York; score:0.734237
	FP => New York:[2410,2418]; score:0.734237; title:New York; score:0.734237
 => Baton Rouge:[4660,4671]; score:0.732138; title:Baton Rouge, Louisiana; score:0.732138
 => Minneapolis-St. Paul:[509,529]; score:0.739246; title:Minneapolis-St. Paul; score:0.739246
 => Chicago:[620,627]; score:0.814387; title:Chicago; score:0.814387
 => Cleveland:[4646,4655]; score:0.808537; title:Cleveland; score:0.808537
 => Chertoff:[1989,1997]; score:0.938213; title:Michael Chertoff; score:0.938213
	FP => New York:[2106,2114]; score:0.734237; title:New York; score:0.734237
 => American Samoa:[676,690]; score:0.801853; title:American Samoa; score:0.801853
	FP => World Trade Center:[2287,2305]; score:0.763882; title:World Trade Center; score:0.763882
 => Homeland Security Department:[4299,4327]; score:0.902520; title:United States Department of Homeland Security; score:0.902520
 => Katrina:[2648,2655]; score:0.915424; title:Hurricane Katrina; score:0.915424
	FP => emergency communications:[4024,4048]; score:0.700700; title:Amateur radio emergency communications; score:0.700700
 => Cleveland:[629,638]; score:0.808537; title:Cleveland; score:0.808537
	FP => public safety:[27,40]; score:0.678227; title:Public safety; score:0.678227
 => Homeland:[1193,1201]; score:0.902520; title:United States Department of Homeland Security; score:0.902520
	FP => emergency communications:[98,122]; score:0.700700; title:Amateur radio emergency communications; score:0.700700
 => San Francisco:[3736,3749]; score:0.814387; title:San Francisco; score:0.814387
	FP => Minneapolis:[509,520]; score:0.758253; title:Minneapolis; score:0.758253
 => San Diego:[498,507]; score:0.838060; title:San Diego; score:0.838060
 => Homeland:[1953,1961]; score:0.902520; title:United States Department of Homeland Security; score:0.902520
	FP => emergency communications:[4902,4926]; score:0.700700; title:Amateur radio emergency communications; score:0.700700
P/R/F:0.57894737/0.4888889/0.5301205; tpCount:22.0; fpCount:16.0; fnCount:23.0
[Hea16384904.txt]
***************** Gold Standard: ***********************
 => University of Missouri:[2783,2805]; score:1.000000; title:University of Missouri-Columbia; score:1.000000
	FN => London:[2424,2430]; score:1.000000; title:London; score:1.000000
 => Mayo Clinic:[818,829]; score:1.000000; title:Mayo Clinic; score:1.000000
	FN => New York:[1564,1572]; score:1.000000; title:New York City; score:1.000000
	FN => Goteborg University:[2048,2067]; score:1.000000; title:Goteborg University; score:1.000000
 => Stony Brook University:[1538,1560]; score:1.000000; title:State University of New York at Stony Brook; score:1.000000
	FN => Hodgkinâ€™s lymphoma:[2516,2534]; score:1.000000; title:Hodgkin's lymphoma; score:1.000000
 => Sweden:[2071,2077]; score:1.000000; title:Sweden; score:1.000000
 => Mayo Clinic:[1208,1219]; score:1.000000; title:Mayo Clinic; score:1.000000
 => Ohio State University:[2619,2640]; score:1.000000; title:Ohio State University; score:1.000000
	FN => Santa Baby:[453,463]; score:1.000000; title:Santa Baby; score:1.000000

************************ System Result: ***************************
	FP => heart:[1787,1792]; score:0.778176; title:Heart; score:0.778176
 => Ohio State:[2619,2629]; score:0.783498; title:Ohio State University; score:0.783498
	FP => brain:[3082,3087]; score:0.815363; title:Brain; score:0.815363
	FP => blackmail:[1867,1876]; score:0.750066; title:Blackmail; score:0.750066
	FP => wine:[687,691]; score:0.785377; title:Wine; score:0.785377
	FP => heart:[957,962]; score:0.778176; title:Heart; score:0.778176
	FP => pregnancy:[1294,1303]; score:0.808476; title:Pregnancy; score:0.808476
	FP => liver:[1802,1807]; score:0.812080; title:Liver; score:0.812080
	FP => blood pressure:[3020,3034]; score:0.851321; title:Blood pressure; score:0.851321
	FP => colorectal cancer:[1980,1997]; score:0.867066; title:Colorectal cancer; score:0.867066
	FP => liver:[3204,3209]; score:0.812080; title:Liver; score:0.812080
	FP => colorectal cancer:[1659,1676]; score:0.867066; title:Colorectal cancer; score:0.867066
	FP => breast:[3193,3199]; score:0.752819; title:Breast; score:0.752819
	FP => weight gain:[1829,1840]; score:0.675855; title:Weight gain; score:0.675855
	FP => arthritis:[2215,2224]; score:0.828414; title:Arthritis; score:0.828414
 => The Mayo Clinic:[1204,1219]; score:0.784063; title:Mayo Clinic; score:0.784063
 => Stony Brook University:[1538,1560]; score:0.683568; title:Stony Brook University; score:0.683568
 => Mayo Clinic:[818,829]; score:0.784063; title:Mayo Clinic; score:0.784063
	FP => disease:[963,970]; score:0.846613; title:Disease; score:0.846613
	FP => rheumatoid arthritis:[2204,2224]; score:0.894768; title:Rheumatoid arthritis; score:0.894768
	FP => heart disease:[1787,1800]; score:0.796836; title:Heart disease; score:0.796836
	FP => disease:[1793,1800]; score:0.846613; title:Disease; score:0.846613
	FP => exercise:[289,297]; score:0.778566; title:Physical exercise; score:0.778566
	FP => heart disease:[957,970]; score:0.796836; title:Heart disease; score:0.796836
	FP => cirrhosis of the liver:[980,1002]; score:0.880705; title:Cirrhosis; score:0.880705
 => Sweden:[2071,2077]; score:0.860069; title:Sweden; score:0.860069
	FP => cancer of the mouth:[2552,2571]; score:0.788710; title:Oral cancer; score:0.788710
	FP => esophagus:[2573,2582]; score:0.886118; title:Esophagus; score:0.886118
	FP => brain damage:[3082,3094]; score:0.819632; title:Brain damage; score:0.819632
 => University of Missouri:[2783,2805]; score:0.745791; title:University of Missouri; score:0.745791
	FP => heart:[2976,2981]; score:0.778176; title:Heart; score:0.778176
 => Mayo Clinic:[1208,1219]; score:0.784063; title:Mayo Clinic; score:0.784063
	FP => liver:[997,1002]; score:0.812080; title:Liver; score:0.812080
	FP => cirrhosis:[980,989]; score:0.880705; title:Cirrhosis; score:0.880705
 => Ohio State University:[2619,2640]; score:0.783498; title:Ohio State University; score:0.783498
	FP => blood:[3020,3025]; score:0.801282; title:Blood; score:0.801282
	FP => mice:[2230,2234]; score:0.685896; title:Mouse; score:0.685896
	FP => liver:[2587,2592]; score:0.812080; title:Liver; score:0.812080
	FP => wine:[1627,1631]; score:0.785377; title:Wine; score:0.785377
	FP => lymphoma:[3162,3170]; score:0.742037; title:Lymphoma; score:0.742037
	FP => dementia:[3045,3053]; score:0.740742; title:Dementia; score:0.740742
	FP => mice:[2094,2098]; score:0.685896; title:Mouse; score:0.685896
	FP => disease:[2982,2989]; score:0.846613; title:Disease; score:0.846613
	FP => heart disease:[2976,2989]; score:0.796836; title:Heart disease; score:0.796836
	FP => lymphoma:[2526,2534]; score:0.742037; title:Lymphoma; score:0.742037
	FP => high blood pressure:[3015,3034]; score:0.847377; title:Hypertension; score:0.847377
	FP => liver cancer:[3204,3216]; score:0.750852; title:Liver cancer; score:0.750852
P/R/F:0.13333334/0.54545456/0.21428573; tpCount:6.0; fpCount:39.0; fnCount:5.0
[Pol16452612.txt]
***************** Gold Standard: ***********************
 => Iraq:[892,896]; score:1.000000; title:Iraq; score:1.000000
	FN => Pfeiffer:[3022,3030]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => New York:[3488,3496]; score:1.000000; title:New York; score:1.000000
	FN => Washington:[1433,1443]; score:1.000000; title:Washington, D.C.; score:1.000000
 => John Kerry:[2864,2874]; score:1.000000; title:John Kerry; score:1.000000
	FN => Vietnam:[2795,2802]; score:1.000000; title:Vietnam War; score:1.000000
 => Charles Schumer:[3469,3484]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Bush campaign:[2837,2850]; score:1.000000; title:George W. Bush presidential campaign, 2004; score:1.000000
 => Bush:[2885,2889]; score:1.000000; title:George W. Bush; score:1.000000
	FN => Bayh:[2320,2324]; score:1.000000; title:Evan Bayh; score:1.000000
 => Richard Nixon:[1258,1271]; score:1.000000; title:Richard Nixon; score:1.000000
 => Evan Bayh:[1908,1917]; score:1.000000; title:Evan Bayh; score:1.000000
 => Gerald Ford:[1203,1214]; score:1.000000; title:Gerald Ford; score:1.000000
 => President George W. Bush:[468,492]; score:1.000000; title:George W. Bush; score:1.000000
	FN => Washington:[2250,2260]; score:1.000000; title:Washington, D.C.; score:1.000000
	FN => Senate:[2103,2109]; score:1.000000; title:United States Senate; score:1.000000
	FN => Schumer:[3660,3667]; score:1.000000; title:Charles Schumer; score:1.000000
	FN => Washington:[1694,1704]; score:1.000000; title:Washington, D.c.; score:1.000000
	FN => Ford:[1301,1305]; score:1.000000; title:Gerald Ford; score:1.000000
	FN => Washington:[1771,1781]; score:1.000000; title:Washington, D.c.; score:1.000000
 => Bill Clinton:[2954,2966]; score:1.000000; title:Bill Clinton; score:1.000000
	FN => Dan Pfeiffer:[2291,2303]; score:1.000000; title:Dan Pfeiffer; score:1.000000
 => Jimmy Carter:[1379,1391]; score:1.000000; title:Jimmy Carter; score:1.000000
	FN => Pfeiffer:[2610,2618]; score:1.000000; title:Dan Pfeiffer; score:1.000000
	FN => American people:[1482,1497]; score:1.000000; title:Demographics of the United States; score:1.000000
 => Indiana:[2075,2082]; score:1.000000; title:Indiana; score:1.000000
 => Nixon:[1315,1320]; score:1.000000; title:Richard Nixon; score:1.000000
	FN => Pfeiffer:[2810,2818]; score:1.000000; title:Dan Pfeiffer; score:1.000000
	FN => Bayh:[2223,2227]; score:1.000000; title:Evan Bayh; score:1.000000
 => Iraq:[751,755]; score:1.000000; title:Iraq; score:1.000000
 => Bush:[862,866]; score:1.000000; title:George W. Bush; score:1.000000
	FN => WASHINGTON:[110,120]; score:1.000000; title:Washington, D.C.; score:1.000000
	FN => Boomer:[2689,2695]; score:1.000000; title:Boomer; score:1.000000

************************ System Result: ***************************
	FP => Ford:[1210,1214]; score:0.768664; title:Ford Motor Company; score:0.768664
 => Iraq:[892,896]; score:0.837145; title:Iraq; score:0.837145
 => New York:[3488,3496]; score:0.734237; title:New York; score:0.734237
 => John Kerry:[2864,2874]; score:0.967326; title:John Kerry; score:0.967326
	FP => Vietnam:[2795,2802]; score:0.697715; title:Vietnam; score:0.697715
 => Bush:[488,492]; score:0.967326; title:George W. Bush; score:0.967326
 => Clinton:[2959,2966]; score:0.967326; title:Bill Clinton; score:0.967326
	FP => middle class:[3536,3548]; score:0.850863; title:Middle class; score:0.850863
 => Bush:[2885,2889]; score:0.967326; title:George W. Bush; score:0.967326
 => Evan Bayh:[1908,1917]; score:0.959634; title:Evan Bayh; score:0.959634
 => Richard Nixon:[1258,1271]; score:0.967326; title:Richard Nixon; score:0.967326
 => Gerald Ford:[1203,1214]; score:0.958910; title:Gerald Ford; score:0.958910
 => President George W. Bush:[468,492]; score:0.967326; title:George W. Bush; score:0.967326
	FP => middle class:[3258,3270]; score:0.850863; title:Middle class; score:0.850863
	FP => war in Iraq:[744,755]; score:0.703657; title:Iraq War; score:0.703657
	FP => President:[468,477]; score:0.724146; title:President of the United States; score:0.724146
	FP => middle class:[3073,3085]; score:0.850863; title:Middle class; score:0.850863
	FP => Presidential:[1008,1020]; score:0.724146; title:President of the United States; score:0.724146
	FP => Americans:[2410,2419]; score:0.793761; title:United States; score:0.793761
 => Kerry:[2869,2874]; score:0.967326; title:John Kerry; score:0.967326
	FP => American:[1482,1490]; score:0.793761; title:United States; score:0.793761
 => George W. Bush:[478,492]; score:0.967326; title:George W. Bush; score:0.967326
	FP => Bush:[2837,2841]; score:0.967326; title:George W. Bush; score:0.967326
	FP => 2004 election:[2732,2745]; score:0.680780; title:United States presidential election, 2004; score:0.680780
	FP => American:[3645,3653]; score:0.793761; title:United States; score:0.793761
	FP => American:[3454,3462]; score:0.793761; title:United States; score:0.793761
 => Nixon:[1266,1271]; score:0.967326; title:Richard Nixon; score:0.967326
 => Sen. John Kerry:[2859,2874]; score:0.967326; title:John Kerry; score:0.967326
	FP => peanut:[1395,1401]; score:0.881986; title:Peanut; score:0.881986
 => Bill Clinton:[2954,2966]; score:0.967326; title:Bill Clinton; score:0.967326
	FP => presidential:[9,21]; score:0.724146; title:President of the United States; score:0.724146
 => Jimmy Carter:[1379,1391]; score:0.967326; title:Jimmy Carter; score:0.967326
 => Carter:[1385,1391]; score:0.967326; title:Jimmy Carter; score:0.967326
 => Indiana:[2075,2082]; score:0.814387; title:Indiana; score:0.814387
	FP => Americans:[791,800]; score:0.793761; title:United States; score:0.793761
 => Nixon:[1315,1320]; score:0.967326; title:Richard Nixon; score:0.967326
	FP => Ford:[1301,1305]; score:0.768664; title:Ford Motor Company; score:0.768664
	FP => American:[44,52]; score:0.793761; title:United States; score:0.793761
	FP => incumbent:[1147,1156]; score:0.808461; title:Incumbent; score:0.808461
	FP => Americans:[2129,2138]; score:0.793761; title:United States; score:0.793761
 => Iraq:[751,755]; score:0.837145; title:Iraq; score:0.837145
 => Bush:[862,866]; score:0.967326; title:George W. Bush; score:0.967326
	FP => Americans:[1363,1372]; score:0.793761; title:United States; score:0.793761
 => Charles Schumer:[3469,3484]; score:0.959634; title:Chuck Schumer; score:0.959634
P/R/F:0.4054054/0.45454547/0.42857143; tpCount:15.0; fpCount:22.0; fnCount:18.0
[Wor13259309.txt]
***************** Gold Standard: ***********************
	FN => US military:[4822,4833]; score:1.000000; title:Military of the United States; score:1.000000
	FN => NBC News:[133,141]; score:1.000000; title:NBC News; score:1.000000
	FN => Caldwell:[5065,5073]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Associated Press:[1148,1164]; score:1.000000; title:Associated Press; score:1.000000
 => Sunnis:[4258,4264]; score:1.000000; title:Sunni Islam; score:1.000000
 => Saddam:[2550,2556]; score:1.000000; title:Saddam Hussein; score:1.000000
 => MSNBC:[3852,3857]; score:1.000000; title:MSNBC; score:1.000000
 => Saddam:[4756,4762]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => U.S. forces:[4545,4556]; score:1.000000; title:Military of the United States; score:1.000000
 => Internet:[1089,1097]; score:1.000000; title:Internet; score:1.000000
 => Iraq:[88,92]; score:1.000000; title:Iraq; score:1.000000
 => Saddam:[1442,1448]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Muqtada:[4089,4096]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => Saddam:[3998,4004]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => al-Maliki:[4370,4379]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => AP:[2950,2952]; score:1.000000; title:Associated Press; score:1.000000
 => Mowaffak al-Rubaie:[422,440]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Saddam:[3377,3383]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Muqtada al-Sadr:[4114,4129]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => William Caldwell:[4416,4432]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Al-Arabiya:[3715,3725]; score:1.000000; title:Al Arabiya; score:1.000000
 => Saddam:[553,559]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Saddam:[935,941]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Al-Maliki:[0,9]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Saddam:[1986,1992]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Mahdi Army:[4178,4188]; score:1.000000; title:Mahdi Army; score:1.000000
	FN => U.S. military:[4436,4449]; score:1.000000; title:Military of the United States; score:1.000000
 => Nouri al-Maliki:[1214,1229]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => New York Times:[2577,2591]; score:1.000000; title:New York Times; score:1.000000
 => Najaf:[3064,3069]; score:1.000000; title:Najaf; score:1.000000
	FN => U.S. military:[1489,1502]; score:1.000000; title:Military of the United States; score:1.000000
	FN => United States:[1534,1547]; score:1.000000; title:United States; score:1.000000
	FN => al-Maliki:[3046,3055]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Mowaffak al-Rubaie:[2820,2838]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
	FN => Muqtada:[4071,4078]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => Hussein:[2733,2740]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Iraqi forces:[870,882]; score:1.000000; title:New Iraqi Army; score:1.000000
	FN => Muqtada:[4080,4087]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => BAGHDAD:[79,86]; score:1.000000; title:Baghdad; score:1.000000
	FN => Al-Jazeera:[2498,2508]; score:1.000000; title:Al Jazeera; score:1.000000
 => Saddam:[1121,1127]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => al-Rubaie:[2927,2936]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Iraq:[95,99]; score:1.000000; title:Iraq; score:1.000000
	FN => Times:[2888,2893]; score:1.000000; title:New York Times; score:1.000000
 => Saddam Hussein:[227,241]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Mowaffak al-Rubaie:[1872,1890]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
	FN => U.S.:[4391,4395]; score:1.000000; title:United States; score:1.000000
 => Iraq:[4715,4719]; score:1.000000; title:Iraq; score:1.000000
	FN => al-Rubaie:[1791,1800]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
	FN => Al-Maliki:[1309,1318]; score:1.000000; title:Nouri Al-Maliki; score:1.000000
 => Saddam:[4333,4339]; score:1.000000; title:Saddam Hussein; score:1.000000
 => The Associated Press:[2014,2034]; score:1.000000; title:The Associated Press; score:1.000000
	FN => Maliki:[2844,2850]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Saddam Hussein:[368,382]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Al-Sadr:[4302,4309]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => Web site:[2525,2533]; score:1.000000; title:Website; score:1.000000
	FN => Al-Jazeera:[1059,1069]; score:1.000000; title:Al Jazeera; score:1.000000

************************ System Result: ***************************
 => al-Sadr:[4122,4129]; score:0.947019; title:Muqtada al-Sadr; score:0.947019
	FP => hell:[952,956]; score:0.699099; title:Hell; score:0.699099
	FP => Shiite:[4157,4163]; score:0.819196; title:Shia Islam; score:0.819196
 => Associated Press:[1148,1164]; score:0.901730; title:Associated Press; score:0.901730
 => Sunnis:[4258,4264]; score:0.684634; title:Sunni Islam; score:0.684634
 => The Associated Press:[1144,1164]; score:0.901730; title:Associated Press; score:0.901730
 => Saddam:[2550,2556]; score:0.961499; title:Saddam Hussein; score:0.961499
 => MSNBC:[3852,3857]; score:0.896950; title:MSNBC; score:0.896950
	FP => Maliki:[1223,1229]; score:0.700648; title:Maliki; score:0.700648
 => Saddam:[4756,4762]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => national security:[1765,1782]; score:0.759082; title:National security; score:0.759082
	FP => Al-Jazeera:[1059,1069]; score:0.801545; title:Al Jazeera; score:0.801545
	FP => national security:[102,119]; score:0.759082; title:National security; score:0.759082
 => Internet:[1089,1097]; score:0.768580; title:Internet; score:0.768580
 => Iraq:[88,92]; score:0.854406; title:Iraq; score:0.854406
 => Al-Arabiya television:[3715,3736]; score:0.916083; title:Al Arabiya; score:0.916083
 => Associated Press:[2018,2034]; score:0.901730; title:Associated Press; score:0.901730
 => New York Times:[2577,2591]; score:0.779803; title:The New York Times; score:0.779803
	FP => national security adviser:[102,127]; score:0.701719; title:National Security Advisor (United States); score:0.701719
 => Mowaffak al-Rubaie:[2820,2838]; score:0.761311; title:Mowaffak al-Rubaie; score:0.761311
	FP => militia:[4189,4196]; score:0.727094; title:Militia; score:0.727094
 => Saddam:[1442,1448]; score:0.961499; title:Saddam Hussein; score:0.961499
 => The Associated Press:[2014,2034]; score:0.901730; title:Associated Press; score:0.901730
 => Saddam:[3998,4004]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => national security adviser:[1765,1790]; score:0.701719; title:National Security Advisor (United States); score:0.701719
 => The New York Times:[2573,2591]; score:0.779803; title:The New York Times; score:0.779803
 => AP:[2950,2952]; score:0.901730; title:Associated Press; score:0.901730
	FP => execution of Saddam Hussein:[355,382]; score:0.858165; title:Execution of Saddam Hussein; score:0.858165
 => Saddam:[3377,3383]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Muqtada al-Sadr:[4114,4129]; score:0.947019; title:Muqtada al-Sadr; score:0.947019
 => William Caldwell:[4416,4432]; score:0.806024; title:William B. Caldwell; score:0.806024
	FP => The Times:[2884,2893]; score:0.881986; title:The Times; score:0.881986
 => Al-Arabiya:[3715,3725]; score:0.916083; title:Al Arabiya; score:0.916083
 => Saddam:[553,559]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Saddam:[935,941]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => Maliki:[4373,4379]; score:0.700648; title:Maliki; score:0.700648
 => Saddam:[1986,1992]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Mowaffak al-Rubaie:[422,440]; score:0.761311; title:Mowaffak al-Rubaie; score:0.761311
 => Nouri al-Maliki:[1214,1229]; score:0.943639; title:Nouri al-Maliki; score:0.943639
	FP => police:[4923,4929]; score:0.871813; title:Police; score:0.871813
	FP => police:[5050,5056]; score:0.871813; title:Police; score:0.871813
 => Najaf:[3064,3069]; score:0.882094; title:Najaf; score:0.882094
	FP => Maliki:[1312,1318]; score:0.700648; title:Maliki; score:0.700648
 => Mahdi Army:[4178,4188]; score:0.906065; title:Mahdi Army; score:0.906065
	FP => Maliki:[2844,2850]; score:0.700648; title:Maliki; score:0.700648
	FP => national security adviser:[396,421]; score:0.701719; title:National Security Advisor (United States); score:0.701719
	FP => helicopter:[3315,3325]; score:0.814387; title:Helicopter; score:0.814387
	FP => national security:[2853,2870]; score:0.759082; title:National security; score:0.759082
	FP => Maliki:[3,9]; score:0.700648; title:Maliki; score:0.700648
	FP => interrogation:[677,690]; score:0.877873; title:Interrogation; score:0.877873
 => Maj. Gen. William Caldwell:[4406,4432]; score:0.806024; title:William B. Caldwell; score:0.806024
	FP => military intelligence:[3340,3361]; score:0.712125; title:Military intelligence; score:0.712125
 => Saddam:[1121,1127]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Saddam:[227,233]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Iraq:[95,99]; score:0.854406; title:Iraq; score:0.854406
	FP => national security adviser:[2853,2878]; score:0.701719; title:National Security Advisor (United States); score:0.701719
 => Saddam Hussein:[227,241]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => satellite:[2509,2518]; score:0.745420; title:Satellite; score:0.745420
	FP => military police:[5041,5056]; score:0.687748; title:Military police; score:0.687748
 => Mowaffak al-Rubaie:[1872,1890]; score:0.761311; title:Mowaffak al-Rubaie; score:0.761311
 => Iraq:[4715,4719]; score:0.854406; title:Iraq; score:0.854406
	FP => Al-Jazeera:[2498,2508]; score:0.801545; title:Al Jazeera; score:0.801545
	FP => military police:[4914,4929]; score:0.687748; title:Military police; score:0.687748
	FP => prison:[4977,4983]; score:0.714129; title:Prison; score:0.714129
 => Saddam:[368,374]; score:0.961499; title:Saddam Hussein; score:0.961499
 => Saddam:[4333,4339]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => interrogating:[505,518]; score:0.877873; title:Interrogation; score:0.877873
	FP => national security:[396,413]; score:0.759082; title:National security; score:0.759082
 => Saddam Hussein:[368,382]; score:0.961499; title:Saddam Hussein; score:0.961499
	FP => Maliki:[3049,3055]; score:0.700648; title:Maliki; score:0.700648
 => Al-Sadr:[4302,4309]; score:0.947019; title:Muqtada al-Sadr; score:0.947019
P/R/F:0.50793654/0.5614035/0.53333336; tpCount:32.0; fpCount:31.0; fnCount:25.0
[Spo16417540.txt]
***************** Gold Standard: ***********************
	FN => Saban:[2986,2991]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1580,1585]; score:1.000000; title:Nick Saban; score:1.000000
 => Dolphins:[1797,1805]; score:1.000000; title:Miami Dolphins; score:1.000000
