[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => ISM:[1667,3]; score:1.000000
	FP => times:[2702,5]; score:1.000000
	FP => thought:[2129,7]; score:1.000000
	FP => new year:[307,8]; score:1.000000
	FP => corrections:[726,11]; score:1.000000
	FP => foods:[406,5]; score:1.000000
	FP => Nutritionist:[190,12]; score:1.000000
	FP => eat:[2518,3]; score:1.000000
	FP => ratio:[920,5]; score:1.000000
	FP => calories:[3131,8]; score:1.000000
	FP => starch:[1658,6]; score:1.000000
	FP => eat:[2776,3]; score:1.000000
	FP => higher:[897,6]; score:1.000000
	FP => women:[2977,5]; score:1.000000
	FP => pounds:[3204,6]; score:1.000000
	FP => ate:[3041,3]; score:1.000000
	FP => Triglycerides:[940,13]; score:1.000000
	FP => Cranberries:[1516,11]; score:1.000000
	FP => stand:[680,5]; score:1.000000
	FP => refined:[1643,7]; score:1.000000
	FP => cancer:[1162,6]; score:1.000000
	FP => pasta:[1707,5]; score:1.000000
	FP => bread:[2219,5]; score:1.000000
	FP => women:[2732,5]; score:1.000000
	FP => sooner:[654,6]; score:1.000000
	FP => consumers:[1842,9]; score:1.000000
	FP => aisle:[2225,5]; score:1.000000
	FP => closer:[2195,6]; score:1.000000
	FP => Raspberries:[1532,11]; score:1.000000
	FP => calories:[3162,8]; score:1.000000
	FP => sleep:[441,5]; score:1.000000
	FP => type:[2008,4]; score:1.000000
	FP => Annual:[2461,6]; score:1.000000
	FP => whole wheat:[2050,11]; score:1.000000
	FP => labels:[2205,6]; score:1.000000
	FP => bread:[1726,5]; score:1.000000
	FP => free radicals:[1223,13]; score:1.000000
	FP => large:[2751,5]; score:1.000000
	FP => women:[2496,5]; score:1.000000
	FP => measured:[2919,8]; score:1.000000
	FP => spoon:[2757,5]; score:1.000000
	FP => Blueberries:[1548,11]; score:1.000000
	FP => visit:[3273,5]; score:1.000000
	FP => embrace:[1675,7]; score:1.000000
	FP => survey:[1963,6]; score:1.000000
	FP => Blood:[971,5]; score:1.000000
	FP => healthy:[398,7]; score:1.000000
	FP => asked:[1997,5]; score:1.000000
	FP => Ring:[493,4]; score:1.000000
	FP => Bauer:[207,5]; score:1.000000
	FP => list:[2286,4]; score:1.000000
	FP => asked:[2767,5]; score:1.000000
	FP => ingredients:[2326,11]; score:1.000000
	FP => sooner:[691,6]; score:1.000000
	FP => action:[1205,6]; score:1.000000
	FP => faro:[1779,4]; score:1.000000
	FP => Antioxidants:[1019,12]; score:1.000000
	FP => calories:[2937,8]; score:1.000000
	FP => grain:[1750,5]; score:1.000000
	FP => priority:[378,8]; score:1.000000
	FP => word:[2295,4]; score:1.000000
	FP => days:[2553,4]; score:1.000000
	FP => pasta:[2524,5]; score:1.000000
	FP => add:[3101,3]; score:1.000000
	FP => bread:[2016,5]; score:1.000000
	FP => cholesterol:[806,11]; score:1.000000
	FP => lunch:[2530,5]; score:1.000000
	FP => study:[1253,5]; score:1.000000
	FP => Bauer:[3301,5]; score:1.000000
	FP => action:[711,6]; score:1.000000
	FP => .com:[3341,4]; score:1.000000
	FP => Sara Lee:[1938,8]; score:1.000000
	FP => Sugars:[977,6]; score:1.000000
	FP => ate:[2864,3]; score:1.000000
	FP => despair:[181,7]; score:1.000000
	FP => or 100:[2262,6]; score:1.000000
	FP => expert:[3289,6]; score:1.000000
	FP => Walnuts:[1470,7]; score:1.000000
	FP => nutritionist:[42,12]; score:1.000000
	FP => sound:[3075,5]; score:1.000000
	FP => list:[294,4]; score:1.000000
	FP => blood sugar levels:[629,18]; score:1.000000
	FP => blood pressure:[753,14]; score:1.000000
	FP => day:[3144,3]; score:1.000000
	FP => millet:[1771,6]; score:1.000000
	FP => Learn:[1803,5]; score:1.000000
	FP => healthy:[1742,7]; score:1.000000
	FP => bread:[2062,5]; score:1.000000
	FP => experiment:[2419,10]; score:1.000000
	FP => fat:[2381,3]; score:1.000000
	FP => simple:[240,6]; score:1.000000
	FP => women:[2575,5]; score:1.000000
	FP => calories:[2995,8]; score:1.000000
	FP => cholesterol:[599,11]; score:1.000000
	FP => visit:[531,5]; score:1.000000
	FP => researchers:[2907,11]; score:1.000000
	FP => whole grains:[1597,12]; score:1.000000
	FP => Slow:[2360,4]; score:1.000000
	FP => Exercise:[449,8]; score:1.000000
	FP => Antioxidants:[1094,12]; score:1.000000
	FP => Total:[800,5]; score:1.000000
	FP => felt:[2879,4]; score:1.000000
	FP => healthy:[227,7]; score:1.000000
	FP => numbers:[484,7]; score:1.000000
	FP => pace:[2369,4]; score:1.000000
	FP => small:[2594,5]; score:1.000000
	FP => bread:[1830,5]; score:1.000000
	FP => pledge:[521,6]; score:1.000000
	FP => spoon:[2600,5]; score:1.000000
	FP => learn:[553,5]; score:1.000000
	FP => label:[2345,5]; score:1.000000
	FP => women:[2858,5]; score:1.000000
	FP => whole grain:[2160,11]; score:1.000000
	FP => website:[3309,7]; score:1.000000
	FP => label:[2093,5]; score:1.000000
	FP => brown rice:[1683,10]; score:1.000000
	FP => asked:[2610,5]; score:1.000000
	FP => plant:[1075,5]; score:1.000000
	FP => antioxidants:[1372,12]; score:1.000000
	FP => consumers:[1978,9]; score:1.000000
	FP => year:[1623,4]; score:1.000000
	FP => Cloves:[1564,6]; score:1.000000
	FP => Bauer:[59,5]; score:1.000000
	FP => body:[1116,4]; score:1.000000
	FP => foods:[1341,5]; score:1.000000
	FP => triglyceride:[612,12]; score:1.000000
	FP => doctor:[542,6]; score:1.000000
	FP => type:[1885,4]; score:1.000000
	FP => foods:[1087,5]; score:1.000000
	FP => small:[2624,5]; score:1.000000
	FP => one day:[2562,7]; score:1.000000
	FP => year:[96,4]; score:1.000000
	FP => Follow:[35,6]; score:1.000000
	FP => healthy:[5,7]; score:1.000000
	FP => Cholesterol:[908,11]; score:1.000000
	FP => year:[3175,4]; score:1.000000
	FP => nutrition:[3279,9]; score:1.000000
	FP => blood pressure:[564,14]; score:1.000000
	FP => ate:[2956,3]; score:1.000000
	FP => lot:[2191,3]; score:1.000000
	FP => chew:[2675,4]; score:1.000000
	FP => spoon:[2645,5]; score:1.000000
 => New Year:[505,8]; score:1.000000
	FP => varieties:[1756,9]; score:1.000000
	FP => whole wheat:[1695,11]; score:1.000000
	FP => waist:[2393,5]; score:1.000000
	FP => amaranth:[1789,8]; score:1.000000
	FP => fight:[1121,5]; score:1.000000
	FP => wheat:[2147,5]; score:1.000000
	FP => day:[2723,3]; score:1.000000
	FP => bread:[1893,5]; score:1.000000
	FP => published:[1259,9]; score:1.000000
	FP => ate:[2983,3]; score:1.000000
	FP => buying:[1868,6]; score:1.000000
	FP => whole grain:[1714,11]; score:1.000000
	FP => lost:[3212,4]; score:1.000000
	FP => Don:[175,3]; score:1.000000
	FP => calories:[3092,8]; score:1.000000
	FP => white:[1652,5]; score:1.000000
	FP => Artichokes:[1499,10]; score:1.000000
	FP => checking:[2080,8]; score:1.000000
	FP => reading:[579,7]; score:1.000000
	FP => diet:[1441,4]; score:1.000000
	FP => buying:[1636,6]; score:1.000000
	FP => Healthy:[326,7]; score:1.000000
P/R/F:0.00591716/0.071428575/0.010928961; tpCount:1.0; fpCount:168.0; fnCount:13.0
[USN16443053.txt]
***************** Gold Standard: ***********************
 => The Associated Press:[372,20]; score:1.000000
	FN => New York:[2410,8]; score:1.000000
	FN => New York:[2603,8]; score:1.000000
	FN => D.C.:[492,4]; score:1.000000
 => Minneapolis-St. Paul:[509,20]; score:1.000000
	FN => La.:[653,3]; score:1.000000
 => San Francisco:[3736,13]; score:1.000000
	FN => S.D.:[560,4]; score:1.000000
 => Laramie County:[570,14]; score:1.000000
 => Michael Chertoff:[1981,16]; score:1.000000
	FN => Tammy Lapp:[4983,10]; score:1.000000
 => U.S. territories:[765,16]; score:1.000000
 => Homeland Security Department:[4299,28]; score:1.000000
	FN => Homeland Security:[1953,17]; score:1.000000
	FN => American Samoa:[4798,14]; score:1.000000
	FN => New York:[2106,8]; score:1.000000
 => Congress:[1275,8]; score:1.000000
	FN => WASHINGTON:[126,10]; score:1.000000
 => Congress:[4092,8]; score:1.000000
	FN => Chicago:[4637,7]; score:1.000000
	FN => N.D.:[5051,4]; score:1.000000
	FN => Homeland Security:[1833,17]; score:1.000000
 => Sioux Falls:[547,11]; score:1.000000
 => Cleveland:[4646,9]; score:1.000000
 => Morton County:[5036,13]; score:1.000000
	FN => Chicago:[620,7]; score:1.000000
 => Wyo.:[586,4]; score:1.000000
 => Charles Schumer:[1720,15]; score:1.000000
 => U.S.:[13,4]; score:1.000000
 => San Diego:[498,9]; score:1.000000
 => Baton Rouge:[4660,11]; score:1.000000
 => Columbus:[531,8]; score:1.000000
 => Cleveland:[629,9]; score:1.000000
 => Mandan:[658,6]; score:1.000000
 => Homeland Security Department:[1193,28]; score:1.000000
 => Mandan:[4763,6]; score:1.000000
 => Baton Rouge:[640,11]; score:1.000000
 => Washington:[480,10]; score:1.000000
	FN => Los Angeles:[3585,11]; score:1.000000
 => U.S.:[154,4]; score:1.000000
 => American Samoa:[676,14]; score:1.000000
	FN => N.D.:[666,4]; score:1.000000
	FN => Ohio:[541,4]; score:1.000000
	FN => Russ Knocke:[1861,11]; score:1.000000
 => Mandan:[5025,6]; score:1.000000
	FN => World Trade Center:[2287,18]; score:1.000000
 => Hurricane Katrina:[2638,17]; score:1.000000
	FN => N.D.:[4771,4]; score:1.000000

************************ System Result: ***************************
	FP => transmissions:[2702,13]; score:1.000000
	FP => report:[1898,6]; score:1.000000
	FP => equipment:[3341,9]; score:1.000000
	FP => majority:[1324,8]; score:1.000000
	FP => Democrats:[1295,9]; score:1.000000
	FP => federal:[337,7]; score:1.000000
	FP => draft:[399,5]; score:1.000000
 => San Francisco:[3736,13]; score:1.000000
 => Homeland Security Department:[4299,28]; score:1.000000
	FP => emergency workers:[1056,17]; score:1.000000
	FP => comment:[1883,7]; score:1.000000
	FP => report:[2428,6]; score:1.000000
	FP => surveyed:[831,8]; score:1.000000
	FP => problem:[1376,7]; score:1.000000
	FP => communities:[2789,11]; score:1.000000
	FP => categories:[2822,10]; score:1.000000
	FP => emergency:[4902,9]; score:1.000000
	FP => communications:[4235,14]; score:1.000000
	FP => cities:[4484,6]; score:1.000000
	FP => policies:[845,8]; score:1.000000
	FP => terrorist:[303,9]; score:1.000000
	FP => communicate:[242,11]; score:1.000000
	FP => firefighters:[2261,12]; score:1.000000
	FP => surveyed:[3411,8]; score:1.000000
	FP => this week:[1333,9]; score:1.000000
	FP => major:[3505,5]; score:1.000000
	FP => early:[4530,5]; score:1.000000
	FP => spokesman:[1851,9]; score:1.000000
	FP => pay:[1527,3]; score:1.000000
 => American Samoa:[676,14]; score:1.000000
	FP => link:[991,4]; score:1.000000
 => Mandan:[5025,6]; score:1.000000
	FP => cost:[1505,4]; score:1.000000
 => Hurricane Katrina:[2638,17]; score:1.000000
	FP => report:[420,6]; score:1.000000
	FP => New York:[2410,8]; score:1.000000
	FP => stage:[4551,5]; score:1.000000
 => Minneapolis-St. Paul:[509,20]; score:1.000000
	FP => communications systems:[4034,22]; score:1.000000
	FP => buildings:[2393,9]; score:1.000000
 => Baton Rouge, La.:[640,16]; score:1.000000
	FP => crisis:[3511,6]; score:1.000000
	FP => local:[3547,5]; score:1.000000
	FP => regular:[934,7]; score:1.000000
	FP => emergency:[1384,9]; score:1.000000
	FP => score:[3046,5]; score:1.000000
	FP => testing:[942,7]; score:1.000000
	FP => U.S.:[2572,4]; score:1.000000
 => Charles Schumer:[1720,15]; score:1.000000
 => U.S.:[13,4]; score:1.000000
	FP => television broadcast:[4127,20]; score:1.000000
	FP => percent:[2996,7]; score:1.000000
	FP => governance:[4953,10]; score:1.000000
	FP => disaster:[2971,8]; score:1.000000
	FP => ear:[1593,3]; score:1.000000
	FP => systems:[2494,7]; score:1.000000
	FP => emergency:[4999,9]; score:1.000000
	FP => areas:[4,5]; score:1.000000
	FP => fall:[5157,4]; score:1.000000
	FP => funds:[5133,5]; score:1.000000
	FP => win:[75,3]; score:1.000000
	FP => categories:[4468,10]; score:1.000000
	FP => interoperable:[4888,13]; score:1.000000
	FP => Wednesday:[1942,9]; score:1.000000
	FP => levels:[4597,6]; score:1.000000
	FP => communications:[3326,14]; score:1.000000
	FP => deaf:[1588,4]; score:1.000000
	FP => place:[3099,5]; score:1.000000
	FP => top:[3170,3]; score:1.000000
	FP => year:[2628,4]; score:1.000000
	FP => ranking:[5095,7]; score:1.000000
	FP => short:[5162,5]; score:1.000000
 => Wyo.:[586,4]; score:1.000000
	FP => systems:[1006,7]; score:1.000000
	FP => Secretary:[1971,9]; score:1.000000
	FP => cities:[2577,6]; score:1.000000
	FP => metropolitan areas:[159,18]; score:1.000000
	FP => emergency:[4024,9]; score:1.000000
	FP => coordinated:[2938,11]; score:1.000000
	FP => exercises:[954,9]; score:1.000000
	FP => category:[4570,8]; score:1.000000
	FP => Wednesday:[443,9]; score:1.000000
	FP => assumption:[3484,10]; score:1.000000
	FP => emergency:[3518,9]; score:1.000000
	FP => communities:[3458,11]; score:1.000000
	FP => communicate:[899,11]; score:1.000000
	FP => industry:[4064,8]; score:1.000000
	FP => limited:[5125,7]; score:1.000000
	FP => personnel:[3528,9]; score:1.000000
	FP => federal grant:[3918,13]; score:1.000000
	FP => communications:[4912,14]; score:1.000000
	FP => term:[1643,4]; score:1.000000
 => U.S. territories:[765,16]; score:1.000000
	FP => communications systems:[3652,22]; score:1.000000
	FP => strong:[1077,6]; score:1.000000
 => Congress:[4092,8]; score:1.000000
	FP => Chicago:[4637,7]; score:1.000000
	FP => Thirteen:[2563,8]; score:1.000000
	FP => percent:[3111,7]; score:1.000000
	FP => grade:[3174,5]; score:1.000000
	FP => major:[2156,5]; score:1.000000
 => San Diego:[498,9]; score:1.000000
	FP => grade:[3696,5]; score:1.000000
	FP => early:[4723,5]; score:1.000000
	FP => plans:[3190,5]; score:1.000000
	FP => communicating:[1408,13]; score:1.000000
	FP => stage:[4729,5]; score:1.000000
	FP => nationwide:[2015,10]; score:1.000000
	FP => talk:[1690,4]; score:1.000000
 => U.S.:[154,4]; score:1.000000
	FP => communities:[3011,11]; score:1.000000
	FP => continue:[1569,8]; score:1.000000
	FP => communicate:[2505,11]; score:1.000000
	FP => New York:[2603,8]; score:1.000000
	FP => talk:[2215,4]; score:1.000000
	FP => radio:[2696,5]; score:1.000000
	FP => percent:[3154,7]; score:1.000000
	FP => study:[1169,5]; score:1.000000
	FP => industry:[4148,8]; score:1.000000
	FP => Sen.:[1715,4]; score:1.000000
	FP => New York:[2106,8]; score:1.000000
	FP => add:[1237,3]; score:1.000000
	FP => Homeland Security:[1833,17]; score:1.000000
	FP => lagged:[1153,6]; score:1.000000
 => Cleveland:[4646,9]; score:1.000000
 => Morton County:[5036,13]; score:1.000000
	FP => Nineteen:[3145,8]; score:1.000000
	FP => categories:[4622,10]; score:1.000000
	FP => Chicago:[620,7]; score:1.000000
 => Mandan:[658,6]; score:1.000000
	FP => regions:[1141,7]; score:1.000000
	FP => storm:[2742,5]; score:1.000000
	FP => emergency:[3642,9]; score:1.000000
	FP => worst:[3258,5]; score:1.000000
	FP => fuel:[1241,4]; score:1.000000
 => Mandan:[4763,6]; score:1.000000
	FP => Los Angeles:[3585,11]; score:1.000000
	FP => winds:[2750,5]; score:1.000000
	FP => mark:[3293,4]; score:1.000000
	FP => planning:[1124,8]; score:1.000000
	FP => large:[712,5]; score:1.000000
	FP => cooperation:[1038,11]; score:1.000000
 => Associated Press:[376,16]; score:1.000000
	FP => implementation:[4536,14]; score:1.000000
	FP => problems:[2162,8]; score:1.000000
	FP => small:[722,5]; score:1.000000
	FP => report:[696,6]; score:1.000000
	FP => local governments:[2915,17]; score:1.000000
	FP => jurisdictions:[3553,13]; score:1.000000
	FP => office:[4285,6]; score:1.000000
 => Sioux Falls:[547,11]; score:1.000000
	FP => emergency:[98,9]; score:1.000000
	FP => study:[2782,5]; score:1.000000
	FP => developed:[3686,9]; score:1.000000
	FP => percent:[3237,7]; score:1.000000
	FP => governance:[1097,10]; score:1.000000
	FP => emergency workers:[881,17]; score:1.000000
	FP => year:[1289,4]; score:1.000000
	FP => died:[2313,4]; score:1.000000
	FP => towers:[2764,6]; score:1.000000
 => Baton Rouge:[4660,11]; score:1.000000
	FP => leadership:[1109,10]; score:1.000000
 => Cleveland:[629,9]; score:1.000000
	FP => interoperable:[2042,13]; score:1.000000
	FP => early:[4851,5]; score:1.000000
	FP => disaster:[3222,8]; score:1.000000
	FP => emergency:[1657,9]; score:1.000000
	FP => issue:[4343,5]; score:1.000000
	FP => cities:[728,6]; score:1.000000
	FP => communities:[63,11]; score:1.000000
	FP => stage:[4857,5]; score:1.000000
	FP => hindered:[2721,8]; score:1.000000
	FP => emergency:[2183,9]; score:1.000000
	FP => percent:[3272,7]; score:1.000000
	FP => grade:[3846,5]; score:1.000000
	FP => hear:[2343,4]; score:1.000000
	FP => communications:[3060,14]; score:1.000000
	FP => battle:[1265,6]; score:1.000000
 => Michael Chertoff:[1981,16]; score:1.000000
	FP => public safety:[27,13]; score:1.000000
	FP => conducted:[1176,9]; score:1.000000
	FP => Homeland Security:[1953,17]; score:1.000000
	FP => Lawmakers:[4251,9]; score:1.000000
	FP => government:[4738,10]; score:1.000000
	FP => money:[4382,5]; score:1.000000
	FP => communications:[2056,14]; score:1.000000
	FP => governance:[3721,10]; score:1.000000
	FP => Sept.:[294,5]; score:1.000000
	FP => suburbs:[745,7]; score:1.000000
	FP => place:[2858,5]; score:1.000000
 => Columbus, Ohio:[531,14]; score:1.000000
	FP => Sept.:[3884,5]; score:1.000000
	FP => areas:[4403,5]; score:1.000000
 => Washington, D.C.:[480,16]; score:1.000000
	FP => areas:[825,5]; score:1.000000
	FP => climbing:[2274,8]; score:1.000000
	FP => interoperable:[1608,13]; score:1.000000
	FP => report:[806,6]; score:1.000000
	FP => comparison:[3754,10]; score:1.000000
	FP => leave:[2373,5]; score:1.000000
	FP => communications systems:[2872,22]; score:1.000000
	FP => areas:[3405,5]; score:1.000000
	FP => bottom:[3375,6]; score:1.000000
	FP => emergency:[211,9]; score:1.000000
 => Laramie County:[570,14]; score:1.000000
	FP => coordination:[3705,12]; score:1.000000
	FP => systems:[3862,7]; score:1.000000
 => Congress:[1275,8]; score:1.000000
	FP => place:[857,5]; score:1.000000
	FP => money:[3932,5]; score:1.000000
	FP => percent:[3359,7]; score:1.000000
	FP => disaster:[263,8]; score:1.000000
	FP => coordination:[4749,12]; score:1.000000
	FP => Knocke:[1866,6]; score:1.000000
	FP => Sept. 11, 2001:[2131,14]; score:1.000000
	FP => radio spectrum:[4181,14]; score:1.000000
	FP => communications:[1622,14]; score:1.000000
	FP => governance:[3798,10]; score:1.000000
 => Homeland Security Department:[1193,28]; score:1.000000
	FP => public safety:[4221,13]; score:1.000000
	FP => Tammy:[4983,5]; score:1.000000
	FP => developed:[3836,9]; score:1.000000
	FP => report:[345,6]; score:1.000000
	FP => catastrophe:[2243,11]; score:1.000000
	FP => billion:[3907,7]; score:1.000000
	FP => communications:[108,14]; score:1.000000
	FP => local:[3972,5]; score:1.000000
	FP => cities:[3429,6]; score:1.000000
P/R/F:0.12280702/0.5833333/0.20289855; tpCount:28.0; fpCount:200.0; fnCount:20.0
[Hea16384904.txt]
***************** Gold Standard: ***********************
 => Sweden:[2071,6]; score:1.000000
 => London:[2424,6]; score:1.000000
	FN => Hodgkinâ€™s lymphoma:[2516,18]; score:1.000000
 => New York:[1564,8]; score:1.000000
 => Ohio State University:[2619,21]; score:1.000000
 => Mayo Clinic:[818,11]; score:1.000000
 => University of Missouri:[2783,22]; score:1.000000
 => Santa Baby:[453,10]; score:1.000000
 => Stony Brook University:[1538,22]; score:1.000000
 => Mayo Clinic:[1208,11]; score:1.000000
 => Goteborg University:[2048,19]; score:1.000000

************************ System Result: ***************************
	FP => family:[1894,6]; score:1.000000
	FP => family:[360,6]; score:1.000000
	FP => live:[3239,4]; score:1.000000
	FP => esophagus:[2573,9]; score:1.000000
	FP => drink:[649,5]; score:1.000000
	FP => glasses:[1612,7]; score:1.000000
	FP => pregnancy:[1294,9]; score:1.000000
	FP => cut:[1737,3]; score:1.000000
	FP => week:[1963,4]; score:1.000000
	FP => writer:[110,6]; score:1.000000
	FP => read:[1198,4]; score:1.000000
	FP => wine:[687,4]; score:1.000000
	FP => alcohol:[2131,7]; score:1.000000
	FP => intake:[627,6]; score:1.000000
	FP => bay:[2001,3]; score:1.000000
 => London:[2424,6]; score:1.000000
	FP => mice:[2230,4]; score:1.000000
	FP => heart disease:[2976,13]; score:1.000000
	FP => breast:[3193,6]; score:1.000000
	FP => alcohol:[1114,7]; score:1.000000
	FP => ingested:[2108,8]; score:1.000000
	FP => risk:[952,4]; score:1.000000
	FP => drinking:[1597,8]; score:1.000000
	FP => friends:[348,7]; score:1.000000
	FP => Resolution:[0,10]; score:1.000000
	FP => company:[2398,7]; score:1.000000
	FP => day:[1243,3]; score:1.000000
	FP => risk:[2493,4]; score:1.000000
	FP => risk:[3006,4]; score:1.000000
	FP => drank:[2466,5]; score:1.000000
	FP => rats:[2753,4]; score:1.000000
	FP => answer:[1156,6]; score:1.000000
	FP => study:[1188,5]; score:1.000000
	FP => drink:[933,5]; score:1.000000
	FP => glass:[678,5]; score:1.000000
	FP => alcohol:[619,7]; score:1.000000
	FP => bit:[3304,3]; score:1.000000
	FP => reduce:[2955,6]; score:1.000000
	FP => friends:[1902,7]; score:1.000000
	FP => drinks:[2703,6]; score:1.000000
	FP => face:[207,4]; score:1.000000
	FP => day:[751,3]; score:1.000000
 => Goteborg University:[2048,19]; score:1.000000
	FP => read:[724,4]; score:1.000000
	FP => heart disease:[957,13]; score:1.000000
	FP => people:[2455,6]; score:1.000000
	FP => alcohol:[888,7]; score:1.000000
	FP => lymphoma:[3162,8]; score:1.000000
	FP => year:[473,4]; score:1.000000
	FP => workers:[1917,7]; score:1.000000
	FP => microphone:[545,10]; score:1.000000
	FP => potential:[1857,9]; score:1.000000
	FP => drinking:[2662,8]; score:1.000000
	FP => study:[1220,5]; score:1.000000
	FP => drinking alcohol:[2927,16]; score:1.000000
	FP => side effect:[1035,11]; score:1.000000
	FP => drank:[2245,5]; score:1.000000
	FP => day:[3589,3]; score:1.000000
	FP => breaking:[874,8]; score:1.000000
	FP => blackmail:[1867,9]; score:1.000000
	FP => intake:[3497,6]; score:1.000000
	FP => water:[2251,5]; score:1.000000
	FP => hypocritical:[3317,12]; score:1.000000
	FP => study:[1487,5]; score:1.000000
	FP => task:[238,4]; score:1.000000
	FP => microphone:[3380,10]; score:1.000000
	FP => hazy:[3312,4]; score:1.000000
	FP => risk:[2544,4]; score:1.000000
	FP => study:[2770,5]; score:1.000000
	FP => answer:[1459,6]; score:1.000000
	FP => drink:[1235,5]; score:1.000000
	FP => resolution:[569,10]; score:1.000000
	FP => general:[3225,7]; score:1.000000
	FP => dinner:[697,6]; score:1.000000
	FP => limit:[3548,5]; score:1.000000
	FP => weight gain:[1829,11]; score:1.000000
	FP => alcohol:[3489,7]; score:1.000000
	FP => glasses:[1953,7]; score:1.000000
	FP => brain damage:[3082,12]; score:1.000000
	FP => cirrhosis of the liver:[980,22]; score:1.000000
	FP => alcohol:[2472,7]; score:1.000000
	FP => drink:[743,5]; score:1.000000
	FP => party:[488,5]; score:1.000000
	FP => order:[1769,5]; score:1.000000
	FP => category:[1421,8]; score:1.000000
	FP => cancer:[972,6]; score:1.000000
 => Mayo Clinic:[818,11]; score:1.000000
	FP => group:[1518,5]; score:1.000000
 => University of Missouri:[2783,22]; score:1.000000
	FP => karaoke:[433,7]; score:1.000000
	FP => colorectal cancer:[1659,17]; score:1.000000
	FP => women:[1266,5]; score:1.000000
	FP => digested:[150,8]; score:1.000000
	FP => heart disease:[1787,13]; score:1.000000
	FP => younger:[3259,7]; score:1.000000
	FP => demon:[3330,5]; score:1.000000
	FP => karaoke:[3526,7]; score:1.000000
	FP => listen:[2022,6]; score:1.000000
	FP => resolution:[3435,10]; score:1.000000
	FP => mouth:[2566,5]; score:1.000000
	FP => memories:[2730,8]; score:1.000000
	FP => liver:[1802,5]; score:1.000000
	FP => Live:[2858,4]; score:1.000000
	FP => mice:[2094,4]; score:1.000000
	FP => resolution:[372,10]; score:1.000000
 => Stony Brook University:[1538,22]; score:1.000000
	FP => alcohol:[1749,7]; score:1.000000
	FP => year:[562,4]; score:1.000000
	FP => alcohol:[3287,7]; score:1.000000
	FP => time:[3124,4]; score:1.000000
	FP => cancer:[2552,6]; score:1.000000
	FP => boost:[3096,5]; score:1.000000
	FP => medical studies:[3557,15]; score:1.000000
	FP => liver:[2587,5]; score:1.000000
	FP => Cut:[603,3]; score:1.000000
	FP => annual:[255,6]; score:1.000000
	FP => holiday:[480,7]; score:1.000000
	FP => affect:[769,6]; score:1.000000
	FP => holiday:[230,7]; score:1.000000
	FP => study:[805,5]; score:1.000000
	FP => younger:[1258,7]; score:1.000000
 => Ohio State University:[2619,21]; score:1.000000
	FP => dinner:[3598,6]; score:1.000000
	FP => bar:[2413,3]; score:1.000000
	FP => Obsessed:[2258,8]; score:1.000000
	FP => colorectal cancer:[1980,17]; score:1.000000
	FP => women:[1330,5]; score:1.000000
	FP => doctors:[2036,7]; score:1.000000
	FP => year:[3410,4]; score:1.000000
	FP => doctors:[1527,7]; score:1.000000
 => Sweden:[2071,6]; score:1.000000
	FP => researchers:[2432,11]; score:1.000000
	FP => don:[1401,3]; score:1.000000
	FP => limit:[1343,5]; score:1.000000
	FP => memory:[3105,6]; score:1.000000
	FP => fit:[1407,3]; score:1.000000
	FP => dementia:[3045,8]; score:1.000000
	FP => alcohol:[2820,7]; score:1.000000
	FP => week:[1634,4]; score:1.000000
	FP => definitive:[1448,10]; score:1.000000
	FP => men:[901,3]; score:1.000000
	FP => women:[841,5]; score:1.000000
	FP => health.:[779,7]; score:1.000000
	FP => medical journals:[2294,16]; score:1.000000
	FP => Myriad:[47,6]; score:1.000000
	FP => laboratory:[2742,10]; score:1.000000
	FP => holding:[533,7]; score:1.000000
	FP => lot:[657,3]; score:1.000000
	FP => study:[2644,5]; score:1.000000
	FP => risk:[1651,4]; score:1.000000
	FP => clear:[596,5]; score:1.000000
	FP => day:[2712,3]; score:1.000000
	FP => conducted:[1503,9]; score:1.000000
	FP => success:[2846,7]; score:1.000000
	FP => liver cancer:[3204,12]; score:1.000000
	FP => kissing:[1056,7]; score:1.000000
	FP => list:[383,4]; score:1.000000
	FP => planning:[1283,8]; score:1.000000
 => Santa Baby:[453,10]; score:1.000000
	FP => drive:[99,5]; score:1.000000
	FP => basis:[2150,5]; score:1.000000
	FP => levels:[2121,6]; score:1.000000
	FP => hindered:[2828,8]; score:1.000000
	FP => risk:[2185,4]; score:1.000000
	FP => Adding:[2892,6]; score:1.000000
	FP => stupid:[3148,6]; score:1.000000
	FP => problems:[1808,8]; score:1.000000
	FP => rheumatoid arthritis:[2204,20]; score:1.000000
	FP => academic:[2837,8]; score:1.000000
 => Mayo Clinic:[1208,11]; score:1.000000
	FP => route:[3446,5]; score:1.000000
	FP => drink:[120,5]; score:1.000000
 => New York:[1564,8]; score:1.000000
	FP => die:[3255,3]; score:1.000000
	FP => high blood pressure:[3015,19]; score:1.000000
	FP => medical studies:[69,15]; score:1.000000
	FP => exercise:[289,8]; score:1.000000
P/R/F:0.056497175/0.90909094/0.10638298; tpCount:10.0; fpCount:167.0; fnCount:1.0
[Pol16452612.txt]
***************** Gold Standard: ***********************
 => Washington:[1771,10]; score:1.000000
	FN => WASHINGTON:[110,10]; score:1.000000
 => Schumer:[3660,7]; score:1.000000
 => John Kerry:[2864,10]; score:1.000000
	FN => Dan Pfeiffer:[2291,12]; score:1.000000
 => Bush campaign:[2837,13]; score:1.000000
