[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => ISM:[1667,3]; score:1.000000
	FP => swizzle sticks:[2378,14]; score:0.947545
	FP => rheumatoid arthritis:[2204,20]; score:1.065416
	FP => finding:[1584,7]; score:1.000000
 => New York:[1564,8]; score:0.589243
	FP => high blood pressure:[3015,19]; score:0.736033
P/R/F:0.10958904/0.72727275/0.1904762; tpCount:8.0; fpCount:65.0; fnCount:3.0
[Pol16452612.txt]
***************** Gold Standard: ***********************
 => Washington:[1771,10]; score:1.000000
 => WASHINGTON:[110,10]; score:1.000000
 => Schumer:[3660,7]; score:1.000000
 => John Kerry:[2864,10]; score:1.000000
	FN => Dan Pfeiffer:[2291,12]; score:1.000000
 => Bush campaign:[2837,13]; score:1.000000
	FN => Pfeiffer:[2610,8]; score:1.000000
 => Bayh:[2223,4]; score:1.000000
 => Iraq:[751,4]; score:1.000000
	FN => Senate:[2103,6]; score:1.000000
	FN => Pfeiffer:[2810,8]; score:1.000000
	FN => Indiana:[2075,7]; score:1.000000
 => Iraq:[892,4]; score:1.000000
 => Boomer:[2689,6]; score:1.000000
	FN => President George W. Bush:[468,24]; score:1.000000
	FN => Richard Nixon:[1258,13]; score:1.000000
 => Bill Clinton:[2954,12]; score:1.000000
 => Nixon:[1315,5]; score:1.000000
	FN => Washington:[2250,10]; score:1.000000
	FN => Positively American:[3443,19]; score:1.000000
 => Bush:[2885,4]; score:1.000000
 => Vietnam:[2795,7]; score:1.000000
	FN => Pfeiffer:[3022,8]; score:1.000000
 => Gerald Ford:[1203,11]; score:1.000000
 => Evan Bayh:[1908,9]; score:1.000000
 => Bayh:[2320,4]; score:1.000000
 => Washington:[1433,10]; score:1.000000
 => Ford:[1301,4]; score:1.000000
 => Washington:[1694,10]; score:1.000000
 => Jimmy Carter:[1379,12]; score:1.000000
 => New York:[3488,8]; score:1.000000
	FN => Bush:[862,4]; score:1.000000
	FN => American people:[1482,15]; score:1.000000
 => Charles Schumer:[3469,15]; score:1.000000

************************ System Result: ***************************
 => Washington:[1771,10]; score:0.186278
 => WASHINGTON:[110,10]; score:0.348267
	FP => American:[44,8]; score:1.032097
 => Schumer:[3660,7]; score:0.909292
	FP => need to:[3404,7]; score:1.000000
 => Bush campaign:[2837,13]; score:1.086245
 => Bayh:[2223,4]; score:0.325877
	FP => peanut:[1395,6]; score:0.670066
	FP => Americans:[791,9]; score:0.208945
	FP => middle class:[3258,12]; score:0.971174
	FP => Boomer:[2937,6]; score:0.000000
	FP => farmer:[1402,6]; score:0.999588
	FP => American:[3645,8]; score:1.022350
	FP => the 2004 election:[2728,17]; score:0.509036
	FP => library:[1633,7]; score:0.788493
 => Boomer:[2689,6]; score:0.000000
	FP => culture:[2658,7]; score:1.170168
	FP => 2000:[2879,4]; score:0.888025
	FP => want to:[3043,7]; score:1.000000
 => Nixon:[1315,5]; score:0.899209
	FP => 1976:[1219,4]; score:0.433844
	FP => handicap:[2119,8]; score:0.000000
 => Bush:[2885,4]; score:0.447810
	FP => mood:[3654,4]; score:0.114032
 => Vietnam:[2795,7]; score:0.139337
	FP => middle class:[3536,12]; score:1.009204
	FP => Bushes:[3087,6]; score:0.648313
	FP => senator:[2037,7]; score:0.518567
 => Washington:[1433,10]; score:0.384039
	FP => counterpoint:[1503,12]; score:0.703532
	FP => elections:[2364,9]; score:0.054753
	FP => congenital:[3101,10]; score:0.239576
 => Washington:[1694,10]; score:0.002810
	FP => antidote:[1246,8]; score:1.038650
 => Jimmy Carter:[1379,12]; score:1.498212
	FP => fearful:[639,7]; score:1.000000
	FP => 2008:[2396,4]; score:1.099278
	FP => boomer:[2337,6]; score:0.011591
	FP => Dan Pfeiffer:[2291,12]; score:1.000000
	FP => deeply:[2477,6]; score:1.000000
	FP => Americans:[2129,9]; score:0.461691
	FP => Americans:[1363,9]; score:0.400974
 => Iraq:[751,4]; score:0.590394
	FP => Senate:[2103,6]; score:0.645140
	FP => fervent:[664,7]; score:1.000000
	FP => Indiana:[2075,7]; score:1.206478
	FP => Know:[3064,4]; score:1.000000
 => Sen. Charles Schumer:[3464,20]; score:1.000000
	FP => American:[3454,8]; score:1.104906
 => Iraq:[892,4]; score:0.803627
 => Sen. John Kerry:[2859,15]; score:1.178514
	FP => Americans:[2410,9]; score:0.315703
	FP => 2008:[1546,4]; score:0.888800
 => Gerald Ford:[1203,11]; score:0.928745
 => Evan Bayh:[1908,9]; score:1.302526
 => Bayh:[2320,4]; score:0.081419
	FP => worried:[2484,7]; score:1.000000
	FP => particularly:[2202,12]; score:1.000000
 => Ford:[1301,4]; score:0.603491
	FP => incumbent:[1147,9]; score:0.788228
	FP => the American people:[1478,19]; score:1.000000
	FP => laid to rest:[160,12]; score:1.000000
 => New York:[3488,8]; score:1.022223
	FP => Presidential elections:[1008,22]; score:0.756776
 => Bill Clinton.:[2954,13]; score:1.224436
	FP => weaknesses:[1129,10]; score:1.000000
P/R/F:0.33333334/0.64705884/0.44; tpCount:22.0; fpCount:44.0; fnCount:12.0
[Wor13259309.txt]
***************** Gold Standard: ***********************
 => Saddam Hussein:[368,14]; score:1.000000
 => U.S.:[4391,4]; score:1.000000
 => Saddam:[4333,6]; score:1.000000
	FN => Al-Sadr:[4302,7]; score:1.000000
 => MSNBC:[3852,5]; score:1.000000
 => BAGHDAD:[79,7]; score:1.000000
 => al-Maliki:[4370,9]; score:1.000000
 => US military:[4822,11]; score:1.000000
 => William Caldwell:[4416,16]; score:1.000000
	FN => Saddam:[2550,6]; score:1.000000
 => Mowaffak al-Rubaie:[2820,18]; score:1.000000
	FN => al-Faroon:[2332,9]; score:1.000000
 => Al-Maliki:[1309,9]; score:1.000000
	FN => Al-Arabiya:[3715,10]; score:1.000000
 => Internet:[1089,8]; score:1.000000
	FN => Muqtada:[4071,7]; score:1.000000
	FN => Caldwell:[5065,8]; score:1.000000
 => New York Times:[2577,14]; score:1.000000
	FN => AP:[2950,2]; score:1.000000
	FN => Muqtada:[4080,7]; score:1.000000
	FN => The Associated Press:[2014,20]; score:1.000000
 => Saddam:[4756,6]; score:1.000000
	FN => Al-Faroon:[3128,9]; score:1.000000
	FN => al-Faroon:[2619,9]; score:1.000000
	FN => Muqtada:[4089,7]; score:1.000000
	FN => Iraq:[88,4]; score:1.000000
 => Mowaffak al-Rubaie:[422,18]; score:1.000000
 => Web site:[2525,8]; score:1.000000
	FN => Maliki:[2844,6]; score:1.000000
 => Saddam:[3998,6]; score:1.000000
	FN => Al-Jazeera:[1059,10]; score:1.000000
 => Iraqi forces:[870,12]; score:1.000000
	FN => Iraq:[95,4]; score:1.000000
 => Sunnis:[4258,6]; score:1.000000
 => Saddam:[1442,6]; score:1.000000
 => Saddam:[935,6]; score:1.000000
 => Times:[2888,5]; score:1.000000
 => Muqtada al-Sadr:[4114,15]; score:1.000000
	FN => Saddam:[553,6]; score:1.000000
 => U.S. military:[1489,13]; score:1.000000
 => U.S. military:[4436,13]; score:1.000000
	FN => Iraq:[4715,4]; score:1.000000
 => Saddam:[3377,6]; score:1.000000
	FN => Associated Press:[1148,16]; score:1.000000
	FN => Al-Jazeera:[2498,10]; score:1.000000
 => Saddam:[1986,6]; score:1.000000
 => NBC News:[133,8]; score:1.000000
 => al-Maliki:[3046,9]; score:1.000000
 => Mowaffak al-Rubaie:[1872,18]; score:1.000000
	FN => Hussein:[2733,7]; score:1.000000
	FN => al-Rubaie:[2927,9]; score:1.000000
 => Mahdi Army:[4178,10]; score:1.000000
 => Nouri al-Maliki:[1214,15]; score:1.000000
 => United States:[1534,13]; score:1.000000
 => Najaf:[3064,5]; score:1.000000
	FN => Saddam Hussein:[227,14]; score:1.000000
	FN => al-Rubaie:[1791,9]; score:1.000000
 => U.S. forces:[4545,11]; score:1.000000
 => Al-Maliki:[0,9]; score:1.000000
 => Saddam:[1121,6]; score:1.000000
	FN => Munqith al-Faroon:[1932,17]; score:1.000000

************************ System Result: ***************************
	FP => Iraqi:[390,5]; score:1.173987
 => Saddam Hussein:[368,14]; score:1.616125
	FP => Iraqi:[1674,5]; score:0.886668
	FP => hanged:[1132,6]; score:0.449701
 => al-Maliki:[4370,9]; score:1.039481
 => US military:[4822,11]; score:0.695501
	FP => anonymity:[788,9]; score:0.504829
	FP => prison:[4977,6]; score:1.088067
 => Mowaffak al-Rubaie:[2820,18]; score:0.955506
 => Al-Maliki:[1309,9]; score:1.011708
	FP => militia:[4189,7]; score:0.571338
	FP => interrogation:[677,13]; score:0.466720
 => Internet:[1089,8]; score:1.461741
	FP => execution:[1571,9]; score:0.436752
 => The New York Times:[2573,18]; score:1.149590
	FP => mobile phone:[2248,12]; score:1.393852
 => U.S.:[4545,4]; score:0.458338
	FP => mobile phones:[3504,13]; score:0.652713
	FP => execution:[47,9]; score:0.233166
	FP => translator:[3858,10]; score:0.125361
 => Saddam:[4756,6]; score:0.413720
 => Saddam:[3998,6]; score:0.189951
	FP => execution:[2114,9]; score:0.525542
 => The Times:[2884,9]; score:0.822850
 => Maj. Gen. William Caldwell:[4406,26]; score:1.010516
 => Sunnis:[4258,6]; score:1.097921
 => Saddam:[1442,6]; score:0.789098
	FP => execution chamber:[3407,17]; score:1.075393
 => Saddam:[935,6]; score:0.763555
	FP => Prime Minister:[1199,14]; score:0.004074
 => U.S. military:[1489,13]; score:0.775085
	FP => chant:[4061,5]; score:0.336961
	FP => execution:[355,9]; score:0.811826
	FP => hangmen:[3233,7]; score:0.984139
 => Saddam:[1986,6]; score:0.541091
 => NBC News:[133,8]; score:0.894639
	FP => telephone interview:[2352,19]; score:1.000000
 => Mowaffak al-Rubaie:[1872,18]; score:0.905859
	FP => execution:[2152,9]; score:0.528387
	FP => flown:[3301,5]; score:1.000000
	FP => military police:[5041,15]; score:1.005705
	FP => prosecutor:[2380,10]; score:0.675145
	FP => execution:[620,9]; score:0.573464
	FP => Iraqi:[4845,5]; score:0.659368
 => Mahdi Army:[4178,10]; score:1.352527
	FP => execution:[1398,9]; score:0.340739
 => Nouri al-Maliki:[1214,15]; score:1.237379
 => United States:[1534,13]; score:1.044194
	FP => national security adviser:[396,25]; score:0.433717
 => Najaf:[3064,5]; score:0.943260
	FP => military intelligence:[3340,21]; score:1.188921
	FP => hanging:[1475,7]; score:0.865847
	FP => prime minister:[747,14]; score:0.452086
	FP => taunts:[997,6]; score:1.000000
 => U.S.:[4391,4]; score:0.395564
	FP => execution:[4495,9]; score:0.176098
 => Saddam:[4333,6]; score:0.247525
 => MSNBC:[3852,5]; score:1.002905
	FP => gallows:[2000,7]; score:1.173515
	FP => Al-Jazeera television:[1059,21]; score:1.000000
	FP => prosecutor:[3204,10]; score:0.583444
	FP => cleric:[4354,6]; score:0.849442
	FP => U.S. helicopter:[3310,15]; score:0.940222
	FP => Caldwell:[5065,8]; score:0.000000
	FP => anti-American:[4143,13]; score:0.927659
	FP => prosecutor:[1680,10]; score:0.302888
	FP => prosecutor:[3472,10]; score:0.854801
	FP => camera phones:[3638,13]; score:0.966866
	FP => execution:[2227,9]; score:0.446634
	FP => execution:[1719,9]; score:0.412631
	FP => execution:[3257,9]; score:0.208809
	FP => Shiite cleric:[4157,13]; score:1.000000
 => Mowaffak al-Rubaie:[422,18]; score:1.115096
 => Web site:[2525,8]; score:1.059314
	FP => prosecutor:[1953,10]; score:0.521162
 => BAGHDAD, Iraq:[79,13]; score:1.097588
 => Muqtada al-Sadr:[4114,15]; score:1.219048
	FP => The Associated Press:[1144,20]; score:1.064961
	FP => satellite:[2509,9]; score:0.311752
	FP => security men:[3441,12]; score:1.000000
 => U.S. military:[4436,13]; score:0.663907
	FP => interpreter:[5013,11]; score:0.000000
 => Saddam:[3377,6]; score:0.830375
	FP => national security adviser:[1765,25]; score:0.200228
	FP => trapdoor:[2807,8]; score:1.156446
	FP => Iraqi:[3157,5]; score:0.724213
	FP => militant:[4345,8]; score:0.526205
	FP => phone camera:[2691,12]; score:1.000000
	FP => Al-Jazeera:[2498,10]; score:1.222174
	FP => cell phone:[4036,10]; score:0.957128
 => al-Maliki:[3046,9]; score:1.104878
 => Iraqi:[870,5]; score:0.953832
	FP => military police:[4914,15]; score:0.531223
	FP => execution:[3820,9]; score:0.037499
	FP => guard:[3947,5]; score:0.310937
	FP => Al-Arabiya television:[3715,21]; score:1.000000
 => Al-Maliki:[0,9]; score:0.995530
 => Saddam:[1121,6]; score:0.548100
P/R/F:0.36734694/0.59016395/0.4528302; tpCount:36.0; fpCount:62.0; fnCount:25.0
[Spo16417540.txt]
***************** Gold Standard: ***********************
	FN => Saban:[1674,5]; score:1.000000
 => LSU:[3018,3]; score:1.000000
	FN => Saban:[909,5]; score:1.000000
	FN => Saban:[654,5]; score:1.000000
	FN => Terry:[1169,5]; score:1.000000
 => Norm Chow:[2844,9]; score:1.000000
 => Johnson:[2140,7]; score:1.000000
 => Rich Rodriguez:[2438,14]; score:1.000000
	FN => Dolphins:[3649,8]; score:1.000000
 => Miami:[421,5]; score:1.000000
	FN => NFL:[2276,3]; score:1.000000
 => Don Shula:[2092,9]; score:1.000000
 => West Virginia:[2480,13]; score:1.000000
 => Indianapolis:[2768,12]; score:1.000000
 => Alabama:[2411,7]; score:1.000000
	FN => Saban:[2986,5]; score:1.000000
	FN => Huizenga:[847,8]; score:1.000000
	FN => Huizenga:[1619,8]; score:1.000000
 => Miami:[1971,5]; score:1.000000
	FN => Nick:[1235,4]; score:1.000000
	FN => AFC championship game:[4557,21]; score:1.000000
	FN => Saban:[2238,5]; score:1.000000
	FN => Saban:[1728,5]; score:1.000000
 => Jim Caldwell:[2791,12]; score:1.000000
	FN => Huizenga:[2922,8]; score:1.000000
 => Wayne Huizenga:[433,14]; score:1.000000
	FN => Nick:[1257,4]; score:1.000000
	FN => Huizenga:[629,8]; score:1.000000
	FN => Dolphins:[4735,8]; score:1.000000
 => Pittsburgh Steelers:[2858,19]; score:1.000000
	FN => Saban:[222,5]; score:1.000000
 => Tuscaloosa:[835,10]; score:1.000000
 => Mike Shula:[1607,10]; score:1.000000
	FN => NFL:[4384,3]; score:1.000000
	FN => Brian Wiedmeier:[3500,15]; score:1.000000
 => Russ Grimm:[2889,10]; score:1.000000
	FN => Crimson Tide:[1550,12]; score:1.000000
	FN => Dolphins:[3979,8]; score:1.000000
 => Oklahoma State:[2521,14]; score:1.000000
	FN => Saban:[1010,5]; score:1.000000
 => Green Bay:[2679,9]; score:1.000000
	FN => Saban:[762,5]; score:1.000000
 => Alabama:[2495,7]; score:1.000000
	FN => Saban:[511,5]; score:1.000000
 => Ron Rivera:[2660,10]; score:1.000000
	FN => Saban:[0,5]; score:1.000000
	FN => Huizenga:[3748,8]; score:1.000000
	FN => Terry:[1030,5]; score:1.000000
	FN => Joe Bailey:[3435,10]; score:1.000000
	FN => Saban:[4360,5]; score:1.000000
 => Dolphins:[4528,8]; score:1.000000
	FN => Huizenga:[1211,8]; score:1.000000
	FN => Dolphins:[3004,8]; score:1.000000
	FN => Dolphins:[1471,8]; score:1.000000
	FN => Nick:[1084,4]; score:1.000000
	FN => Dolphins:[3521,8]; score:1.000000
 => Nick Saban:[133,10]; score:1.000000
 => Dan Marino:[4230,10]; score:1.000000
 => Alabama:[1765,7]; score:1.000000
	FN => Shula:[3876,5]; score:1.000000
	FN => Saban:[2342,5]; score:1.000000
	FN => Huizenga:[971,8]; score:1.000000
	FN => Saban:[1580,5]; score:1.000000
 => San Diego Chargers:[2714,18]; score:1.000000
 => Alabama:[241,7]; score:1.000000
	FN => Saban:[2610,5]; score:1.000000
	FN => Tide:[2387,4]; score:1.000000
 => Chicago Bears:[2624,13]; score:1.000000
 => Miami:[3898,5]; score:1.000000
	FN => Saban:[2365,5]; score:1.000000
 => Miami:[4161,5]; score:1.000000
 => Miami Dolphins:[299,14]; score:1.000000
 => Atlanta Falcons:[3596,15]; score:1.000000
 => Daunte Culpepper:[4080,16]; score:1.000000
	FN => Huizenga:[4585,8]; score:1.000000
	FN => Huizenga:[2026,8]; score:1.000000
	FN => Saban:[585,5]; score:1.000000
 => Tennessee Titans:[2805,16]; score:1.000000
 => Randy Mueller:[4438,13]; score:1.000000
 => Jimmy Johnson:[2134,13]; score:1.000000
	FN => Ken Whisenhut:[2904,13]; score:1.000000
 => Alabama:[26,7]; score:1.000000
	FN => Fla.:[126,4]; score:1.000000
	FN => Dolphins:[1797,8]; score:1.000000
	FN => Dolphins Enterprises:[3474,20]; score:1.000000
 => Independence Bowl:[2543,17]; score:1.000000
 => Mike Sherman:[2700,12]; score:1.000000
 => LSU:[1445,3]; score:1.000000
 => Alabama:[1833,7]; score:1.000000
	FN => Nick:[1160,4]; score:1.000000
	FN => Huizenga:[2316,8]; score:1.000000
 => Dolphins:[13,8]; score:1.000000
 => Arizona Cardinals:[3574,17]; score:1.000000
	FN => Huizenga:[526,8]; score:1.000000
	FN => Huizenga:[3093,8]; score:1.000000
	FN => Bama:[148,4]; score:1.000000
 => DAVIE:[119,5]; score:1.000000
	FN => Saban:[1404,5]; score:1.000000
 => Cam Cameron:[2755,11]; score:1.000000

************************ System Result: ***************************
	FP => 2007:[1704,4]; score:1.090711
	FP => Saban:[1674,5]; score:0.172646
 => LSU:[3018,3]; score:0.273405
	FP => Saban:[909,5]; score:0.148518
	FP => the Dolphins:[3000,12]; score:1.000000
	FP => the Dolphins:[1467,12]; score:1.000000
	FP => head coach:[1531,10]; score:1.000783
 => Norm Chow:[2844,9]; score:1.236123
 => Rich Rodriguez:[2438,14]; score:1.382160
	FP => offensive coordinator:[2733,21]; score:1.259903
	FP => 1969:[4035,4]; score:0.208851
 => Miami:[421,5]; score:0.186923
	FP => chief executive officer:[3447,23]; score:1.089168
	FP => —:[3874,1]; score:1.000000
 => Don Shula:[2092,9]; score:1.288633
 => West Virginia:[2480,13]; score:0.593344
 => Indianapolis:[2768,12]; score:0.550064
 => Alabama:[2411,7]; score:0.000000
	FP => deliberation:[208,12]; score:1.003452
	FP => Saban:[2986,5]; score:0.044430
	FP => —:[3882,1]; score:1.000000
 => Miami:[1971,5]; score:0.100915
	FP => 2004:[2259,4]; score:0.000000
	FP => playoffs:[3927,8]; score:0.183947
 => the Miami Dolphins:[295,18]; score:1.000000
	FP => AFC championship game:[4557,21]; score:0.920483
	FP => Saban:[2238,5]; score:0.089196
	FP => Saban:[1728,5]; score:0.175270
 => Jim Caldwell:[2791,12]; score:0.982621
	FP => reconstructive knee surgery:[4124,27]; score:1.055949
 => Wayne Huizenga:[433,14]; score:1.143715
	FP => college football:[1917,16]; score:0.892249
 => Pittsburgh Steelers:[2858,19]; score:1.093609
	FP => Saban:[222,5]; score:0.000000
 => Tuscaloosa:[835,10]; score:0.114524
 => Mike Shula:[1607,10]; score:1.233617
 => Russ Grimm:[2889,10]; score:1.183890
	FP => —:[99,1]; score:1.000000
	FP => Dolphins:[3474,8]; score:0.826065
 => Oklahoma State:[2521,14]; score:0.102868
	FP => Saban:[1010,5]; score:0.261227
 => Green Bay:[2679,9]; score:0.798441
	FP => denials:[184,7]; score:1.000000
	FP => offensive coordinator:[2822,21]; score:1.258420
	FP => Saban:[762,5]; score:0.581735
	FP => NCAA:[4892,4]; score:0.834633
 => Alabama:[2495,7]; score:0.084163
 => Ron Rivera:[2660,10]; score:1.361155
	FP => franchise:[3204,9]; score:0.543093
	FP => Saban:[0,5]; score:0.000000
	FP => Joe Bailey:[3435,10]; score:1.019760
	FP => chief operating officer:[3545,23]; score:1.117355
	FP => Saban:[4360,5]; score:0.109774
	FP => —:[2182,1]; score:1.000000
 => Dolphins:[4528,8]; score:0.815175
	FP => quarterback:[4188,11]; score:1.118366
	FP => upgrades:[4281,8]; score:1.000000
	FP => head coach:[2689,10]; score:1.182757
	FP => coach:[3868,5]; score:0.104822
	FP => 2005:[4155,4]; score:0.070911
 => Nick Saban:[133,10]; score:1.253269
 => Dan Marino:[4230,10]; score:1.239226
 => Alabama:[1765,7]; score:0.065591
	FP => 1996:[2121,4]; score:0.245858
	FP => —:[2215,1]; score:1.000000
	FP => Saban:[1580,5]; score:0.162855
 => San Diego Chargers:[2714,18]; score:1.051706
 => Alabama:[241,7]; score:0.000000
	FP => Saban:[2610,5]; score:0.182338
	FP => coach:[3635,5]; score:0.041652
	FP => Tide:[2387,4]; score:0.000000
	FP => ESPN:[341,4]; score:0.697701
	FP => want to:[3066,7]; score:1.000000
 => Chicago Bears:[2624,13]; score:1.335963
 => Miami:[3898,5]; score:0.000000
	FP => Saban:[2365,5]; score:0.160627
	FP => defensive coordinator:[2638,21]; score:1.251977
 => Miami:[4161,5]; score:0.135802
 => Atlanta Falcons:[3596,15]; score:0.759088
 => Daunte Culpepper:[4080,16]; score:1.166323
	FP => Saban:[585,5]; score:0.045997
	FP => pain:[1129,4]; score:0.642153
	FP => 13 years:[1517,8]; score:1.000000
 => Tennessee Titans:[2805,16]; score:1.105717
 => Jimmy Johnson:[2134,13]; score:0.865935
 => Randy Mueller:[4438,13]; score:1.174299
	FP => the Dolphins:[4731,12]; score:1.000000
 => Alabama:[26,7]; score:0.598503
	FP => want to:[4635,7]; score:1.000000
	FP => coach:[3421,5]; score:0.263585
	FP => The Crimson Tide:[1546,16]; score:1.165128
	FP => Fla.:[126,4]; score:0.618994
	FP => The Dolphins:[3975,12]; score:1.000000
	FP => NFL teams:[2276,9]; score:1.000000
 => Independence Bowl:[2543,17]; score:1.365095
 => Mike Sherman:[2700,12]; score:1.399431
 => LSU:[1445,3]; score:0.471732
 => Alabama:[1833,7]; score:0.000000
	FP => news conference:[564,15]; score:0.947180
 => Dolphins:[13,8]; score:0.726073
 => Arizona Cardinals:[3574,17]; score:1.184531
	FP => coach:[1908,5]; score:0.213546
 => DAVIE:[119,5]; score:0.490116
	FP => general manager:[4422,15]; score:0.990883
	FP => national championship:[1420,21]; score:0.129105
	FP => franchise:[3840,9]; score:0.127666
	FP => Saban:[1404,5]; score:0.112370
 => Cam Cameron:[2755,11]; score:1.400536
	FP => college coach:[2956,13]; score:1.000000
	FP => college:[1350,7]; score:0.341027
P/R/F:0.3963964/0.44444445/0.41904762; tpCount:44.0; fpCount:67.0; fnCount:55.0
[Ent16444023.txt]
***************** Gold Standard: ***********************
 => Lou Pearlman:[940,12]; score:1.000000
 => Christmas:[236,9]; score:1.000000
 => Veronica Finn:[752,13]; score:1.000000
 => Vail:[265,4]; score:1.000000
	FN => N' Sync:[45,7]; score:1.000000
	FN => Diaz:[12,4]; score:1.000000
 => Britney Spears:[822,14]; score:1.000000
 => Star magazine:[183,13]; score:1.000000
	FN => Colo.:[271,5]; score:1.000000
 => Saturday Night Live:[544,19]; score:1.000000
 => Cameron Diaz:[123,12]; score:1.000000
	FN => Timberlake:[284,10]; score:1.000000
	FN => Star:[214,4]; score:1.000000
 => Justin Timberlake:[101,17]; score:1.000000
	FN => Diaz:[569,4]; score:1.000000
	FN => Timberlake:[0,10]; score:1.000000
 => Kids' Choice Awards:[650,19]; score:1.000000
	FN => Timberlake:[706,10]; score:1.000000
	FN => Spears:[830,6]; score:1.000000
	FN => Timberlake:[578,10]; score:1.000000
	FN => Diaz:[220,4]; score:1.000000
	FN => N' Sync:[383,7]; score:1.000000
 => Innosense:[899,9]; score:1.000000
 => Memphis:[325,7]; score:1.000000

************************ System Result: ***************************
 => Lou Pearlman:[940,12]; score:1.193215
 => Britney Spears:[822,14]; score:0.514247
 => Saturday Night Live:[544,19]; score:1.033100
 => Cameron Diaz:[123,12]; score:1.296107
 => Justin Timberlake:[101,17]; score:1.414249
	FP => singer:[391,6]; score:1.074634
	FP => Finn:[838,4]; score:0.048714
 => Christmas:[236,9]; score:1.453192
 => Veronica Finn:[752,13]; score:0.951664
	FP => actress:[427,7]; score:1.044967
 => Vail:[265,4]; score:0.514140
	FP => magazine:[81,8]; score:0.685714
	FP => magazine:[338,8]; score:0.602434
 => Star magazine:[183,13]; score:0.949329
	FP => impresario:[929,10]; score:1.038450
 => Kids' Choice Awards:[650,19]; score:0.943330
	FP => N' Sync:[383,7]; score:0.985249
 => Innosense:[899,9]; score:1.027714
	FP => magazine:[678,8]; score:0.593854
	FP => girl group:[872,10]; score:0.831653
 => Memphis:[325,7]; score:0.653589
P/R/F:0.5714286/0.5/0.53333336; tpCount:12.0; fpCount:9.0; fnCount:12.0
[TvN16442342.txt]
***************** Gold Standard: ***********************
 => West Virginia:[1265,13]; score:1.000000
 => Randal McCloy:[371,13]; score:1.000000
	FN => W. Va:[269,5]; score:1.000000
 => Sago Mine:[242,9]; score:1.000000
	FN => Sago:[1615,4]; score:1.000000
 => Sago Mine accident:[62,18]; score:1.000000
 => BUCKHANNON:[118,10]; score:1.000000
	FN => Sago:[690,4]; score:1.000000
	FN => Debbie Hamner:[635,13]; score:1.000000
 => West Virginia:[348,13]; score:1.000000
	FN => Davitt McAteer:[1150,14]; score:1.000000
 => West Virginia:[701,13]; score:1.000000
	FN => McAteer:[1369,7]; score:1.000000
 => Buckhannon:[257,10]; score:1.000000
 => Sago Mine:[1281,9]; score:1.000000
 => U.S.:[0,4]; score:1.000000
	FN => W. Va:[130,5]; score:1.000000
 => Mine Safety and Health Administration:[1219,37]; score:1.000000
 => United Mine Workers of America:[2173,30]; score:1.000000
	FN => Dennis O'Dell:[2156,13]; score:1.000000

************************ System Result: ***************************
	FP => mines:[5,5]; score:0.014972
	FP => union:[1932,5]; score:0.915503
 => BUCKHANNON:[118,10]; score:0.801158
	FP => breathing apparatus:[1504,19]; score:0.000000
	FP => mines:[787,5]; score:0.000000
	FP => 2009:[946,4]; score:0.917905
	FP => Sago:[690,4]; score:0.987504
	FP => tracking systems:[964,16]; score:1.000000
	FP => safety:[763,6]; score:0.040958
 => Buckhannon:[257,10]; score:1.124373
	FP => federal government:[1806,18]; score:0.002077
	FP => notify:[1795,6]; score:1.000000
 => Mine Safety and Health Administration:[1219,37]; score:1.099272
	FP => need to:[1387,7]; score:1.000000
	FP => Wireless communications:[898,23]; score:0.939791
	FP => Sago:[1615,4]; score:0.265507
	FP => —:[557,1]; score:1.000000
	FP => coal industry:[2237,13]; score:0.207411
 => West Virginia:[701,13]; score:0.784524
	FP => safety:[1175,6]; score:0.236617
	FP => Underground:[1025,11]; score:0.000000
	FP => Improved:[1634,8]; score:1.000000
	FP => Va.:[133,3]; score:0.777607
 => Sago Mine accident:[62,18]; score:1.094437
	FP => safety:[2100,6]; score:0.004611
	FP => —:[464,1]; score:1.000000
 => West Virginia:[348,13]; score:0.876994
	FP => coal:[2292,4]; score:0.854849
	FP => breath:[188,6]; score:1.122777
	FP => safety:[1598,6]; score:0.000000
	FP => 2006:[2300,4]; score:0.799474
	FP => 12 men:[448,6]; score:1.000000
	FP => need to:[1313,7]; score:1.000000
 => U.S.:[0,4]; score:0.573590
	FP => improving:[105,9]; score:1.000000
	FP => federal government:[723,18]; score:0.229069
	FP => nightmare:[491,9]; score:1.007892
	FP => better way:[845,10]; score:1.000000
 => West Virginia:[1265,13]; score:0.270967
	FP => drawing board:[1009,13]; score:0.982930
	FP => need to:[1451,7]; score:1.000000
 => Randal McCloy:[371,13]; score:1.224905
 => Sago Mine:[242,9]; score:1.150384
	FP => safety:[82,6]; score:0.057285
	FP => coal miners:[1979,11]; score:1.035774
	FP => safety:[1756,6]; score:0.008586
 => Sago Mine:[1281,9]; score:1.077377
	FP => law:[1084,3]; score:0.660854
 => United Mine Workers of America:[2173,30]; score:1.127264
P/R/F:0.24489796/0.6/0.3478261; tpCount:12.0; fpCount:37.0; fnCount:8.0
[Wor16447201.txt]
***************** Gold Standard: ***********************
	FN => Garuda:[2663,6]; score:1.000000
	FN => Kumbh:[2055,5]; score:1.000000
	FN => India:[135,5]; score:1.000000
	FN => Great Pitcher Festival:[1016,22]; score:1.000000
	FN => Naba Kumar Ghosh:[1523,16]; score:1.000000
